"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USC00099141","WARRENTON, GA US","33.4029","-82.6222","149.4","2005",,,,,
"USW00063828","NEWTON 8 W, GA US","31.3127","-84.4706","53.6","2005","17","96","65.3","76.4","54.3"
"USW00063829","NEWTON 11 SW, GA US","31.1923","-84.4465","47.5","2005","19","95","66.0","76.7","55.4"
"USC00098974","VALDOSTA, GA US","30.8055","-83.2736","80.8","2005","21","97","67.1","77.7","56.5"
"USC00092408","CUMMING 2 N, GA US","34.2286","-84.1281","347.5","2005","11","95","59.1","70.2","48.0"
"USC00094133","HARTWELL, GA US","34.35178","-82.93013","245.4","2005",,,,,
"USC00097489","RINGGOLD, GA US","34.90028","-85.06667","234.7","2005",,,,,
"USC00095863","MIDVILLE EXPERIMENTAL STATION, GA US","32.8753","-82.2156","85.3","2005","15","98","64.9","75.6","54.2"
"USC00092006","CLEVELAND, GA US","34.5859","-83.7658","477.6","2005","7","92","56.2","68.9","43.6"
"USC00093578","FORT GAINES 2, GA US","31.615","-85.0494","64.0","2005","20","96","65.1","75.3","54.9"
"USC00095988","MONTICELLO, GA US","33.3329","-83.6975","157.9","2005","12","96","61.0","73.9","48.1"
"USC00090586","BAINBRIDGE INTERNATIONAL PAPER, GA US","30.82278","-84.6175","57.9","2005",,,,,
"USC00097528","ROCKY FORD 4 SE, GA US","32.6328","-81.7756","45.7","2005","18","100","63.7","74.9","52.5"
"USC00096838","PATTERSON, GA US","31.3781","-82.1292","32.0","2005",,,,,
"USC00091670","CARTERSVILLE NUMBER 2, GA US","34.1825","-84.7958","234.7","2005",,,,,
"USC00092485","DALLAS 7 NE, GA US","33.9982","-84.751","313.3","2005","12","96","60.3","72.5","48.0"
"USC00093695","GIBSON, GA US","33.2261","-82.5949","126.8","2005",,,,,
"USR0000SSAV","SAVANNAH NWR SOUTH CAROLINA, SC US","32.1","-81.0833","3.0","2005","24","98","67.0","75.8","58.1"
"USC00092361","CRISP CO POWER DAM, GA US","31.8453","-83.9409","74.7","2005","19","97","65.3","76.2","54.4"
"USW00053873","CARTERSVILLE AIRPORT, GA US","34.12306","-84.84861","232.6","2005","12","96","61.0","72.7","49.3"
"USR0000GCML","CAMILLA GEORGIA, GA US","31.2142","-84.2364","18.9","2005","17","98","66.4","77.0","55.7"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","32.6847","-83.6527","104.5","2005","16","99","65.3","77.0","53.5"
"USC00098600","TAYLORSVILLE, GA US","34.086","-84.9827","219.8","2005",,,,,
"USC00096148","MULBERRY GROVE, GA US","32.6089","-85.0756","152.7","2005",,,,,
"USC00090311","APPLING 2 NW, GA US","33.55731","-82.33683","120.7","2005",,"96",,"73.7",
"USR0000GLOU","LOUISVILLE GEORGIA, GA US","32.975","-82.3528","60.0","2005","13","100","64.3","76.4","52.2"
"USC00093147","EMBRY, GA US","33.8751","-85.0008","388.0","2005",,,,,
"USC00094648","JASPER 1 NNW, GA US","34.4758","-84.4461","446.5","2005","13","94","58.9","68.5","49.2"
"USC00095979","MONTEZUMA 2 NW, GA US","32.3176","-84.065","91.1","2005",,,,,
"USC00090670","BAXLEY 5 NNW, GA US","31.84139","-82.37556","64.9","2005",,,,,
"USC00093386","FITZGERALD, GA US","31.71083","-83.25167","112.8","2005",,,,,
"USC00092450","CUTHBERT, GA US","31.76722","-84.79306","140.5","2005","17","96","65.4","76.7","54.1"
"USR0000GTOC","TOCCOA NUMBER 1 GEORGIA, GA US","34.765","-84.0744","736.1","2005","6","91","55.6","65.9","45.2"
"USW00093801","ROME R B RUSSELL AIRPORT, GA US","34.34778","-85.16111","194.8","2005","16","100","63.3","75.4","51.3"
"USC00096093","MOUNTAIN CITY 2 SW, GA US","34.9047","-83.4127","1055.8","2005","7","84","53.7","62.1","45.4"
"USR0000GSTE","STERLING GEORGIA, GA US","31.2569","-81.6106","2.1","2005","19","99","67.2","77.9","56.4"
"USC00099124","WARNER ROBINS, GA US","32.6094","-83.6163","128.0","2005",,,,,
"USW00003888","ATLANTA FULTON CO AIRPORT, GA US","33.77917","-84.52139","256.0","2005","16","97","62.9","73.7","52.1"
"USC00090969","BLAIRSVILLE EXPERIMENTAL STATION, GA US","34.8544","-83.9444","594.1","2005","5","92","56.0","67.7","44.2"
"USC00094230","HELEN, GA US","34.6996","-83.7261","455.1","2005","12","95","57.9","69.2","46.6"
"USC00095165","LEXINGTON, GA US","33.8705","-83.1135","221.3","2005","13","98","61.6","73.1","50.2"
"USC00099486","WINTERVILLE, GA US","33.9664","-83.2911","271.3","2005","12","94","60.4","71.1","49.7"
"USC00094594","IRWINTON 4 WNW, GA US","32.8294","-83.2389","157.0","2005","17","99","64.0","75.1","52.9"
"USR0000GBAX","BAXLEY GEORGIA, GA US","31.7136","-82.3878","33.2","2005","20","100","65.9","76.6","55.3"
"USC00098436","SUMMERVILLE, GA US","34.4546","-85.39","194.8","2005",,,,,
"USC00098950","U OF GA PLANT SCIENCE FARM, GA US","33.8722","-83.5358","256.0","2005",,"98",,"72.6",
"USC00090603","BALL GROUND, GA US","34.3328","-84.4703","387.1","2005",,,,,
"USR0000GOCO","OCONEE NUMBER 1 GEORGIA, GA US","33.2083","-83.7136","145.1","2005","14","97","63.2","74.3","52.2"
"USR0000GBRE","BRENDER GEORGIA, GA US","33.0097","-83.7397","91.4","2005","12","98","65.1","77.2","52.9"
"USC00090444","ATLANTA 9 NW, GA US","33.8263","-84.4961","276.5","2005",,,,,
"USC00090044","ADAIRSVILLE 5 SE, GA US","34.3407","-84.8347","291.4","2005",,,,,
"USW00063850","WATKINSVILLE 5 SSE, GA US","33.7837","-83.3896","225.9","2005","14","97","61.6","71.9","51.2"
"USC00091372","BUENA VISTA, GA US","32.3179","-84.5204","196.9","2005",,,,,
"USC00092180","COMMERCE 4 NNW, GA US","34.2625","-83.4895","249.9","2005","15","95","60.1","70.5","49.7"
