"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00053863","ATLANTA DEKALB PEACHTREE AIRPORT, GA US","33.875","-84.30222","305.3","2011","18","100","63.0","73.7","52.2"
"US1GAEV0001","BELLVILLE 2.8 N, GA US","32.1932","-81.9684","44.2","2011",,,,,
"US1GASM0002","DONALSONVILLE 17.7 S, GA US","30.7844","-84.867","35.7","2011",,,,,
"USC00097087","PLAINS SW GA EXPERIMENTAL STATION, GA US","32.0467","-84.3711","152.4","2011",,,,,
"USC00098974","VALDOSTA, GA US","30.8055","-83.2736","80.8","2011","22","99","67.4","79.3","55.5"
"USC00092408","CUMMING 2 N, GA US","34.2286","-84.1281","347.5","2011","11","96","59.9","71.7","48.0"
"USC00094133","HARTWELL, GA US","34.35178","-82.93013","245.4","2011","18","98","61.6","71.9","51.5"
"USR0000GARM","ARMUCHEE NUMBER 1 GEORGIA, GA US","34.6953","-85.1736","351.1","2011","13","100","62.1","71.0","53.3"
"US1GAWY0002","JESUP 7.1 N, GA US","31.7006","-81.8957","28.0","2011",,,,,
"USC00097528","ROCKY FORD 4 SE, GA US","32.6328","-81.7756","45.7","2011","18","101","65.7","78.2","53.1"
"USC00091670","CARTERSVILLE NUMBER 2, GA US","34.1825","-84.7958","234.7","2011",,,,,
"USR0000SSAV","SAVANNAH NWR SOUTH CAROLINA, SC US","32.1","-81.0833","3.0","2011","24","100","68.8","78.3","59.3"
"USW00053873","CARTERSVILLE AIRPORT, GA US","34.12306","-84.84861","232.6","2011","14","100","61.5","73.6","49.4"
"US1GAOG0020","COLBERT 4.1 S, GA US","33.9781","-83.2233","221.0","2011",,,,,
"US1GADK0001","TUCKER 1.3 ENE, GA US","33.8591","-84.201","325.2","2011",,,,,
"US1GADK0004","NORTH ATLANTA 0.5 ESE, GA US","33.8599","-84.3256","272.8","2011",,,,,
"USC00098842","TUGALO DAM, GA US","34.71276","-83.35198","234.7","2011",,,,,
"USC00092738","DONALSONVILLE, GA US","31.0286","-84.8911","45.7","2011","21","106","69.5","82.0","56.9"
"US1GABN0001","BALDWIN 1.4 ESE, GA US","34.4821","-83.5293","403.9","2011",,,,,
"USC00090311","APPLING 2 NW, GA US","33.55731","-82.33683","120.7","2011",,,,,
"USC00091640","CARROLLTON, GA US","33.5972","-85.0805","303.3","2011","15","95","60.8","72.3","49.4"
"USC00090670","BAXLEY 5 NNW, GA US","31.84139","-82.37556","64.9","2011","18","105","67.0","80.3","53.6"
"US1GANW0001","COVINGTON 2.4 SW, GA US","33.5748","-83.8775","224.9","2011",,,,,
"USR0000GMID","MIDWAY GEORGIA, GA US","31.7842","-81.4386","6.1","2011","17","101","67.2","79.8","54.5"
"US1GAEL0003","ELBERTON 12.7 ESE, GA US","34.0652","-82.647","147.8","2011",,,,,
"USC00096093","MOUNTAIN CITY 2 SW, GA US","34.9047","-83.4127","1055.8","2011",,,,,
"USR0000GSTE","STERLING GEORGIA, GA US","31.2569","-81.6106","2.1","2011","18","101","67.4","80.1","54.6"
"US1GACT0025","SAVANNAH 2.7 ENE, GA US","32.0427","-81.0904","5.5","2011",,,,,
"USC00099124","WARNER ROBINS, GA US","32.6094","-83.6163","128.0","2011","14","101","65.6","77.9","53.4"
"USW00003888","ATLANTA FULTON CO AIRPORT, GA US","33.77917","-84.52139","256.0","2011","18","98","63.0","74.5","51.4"
"US1GAEL0001","ELBERTON 0.7 WNW, GA US","34.1104","-82.8743","192.3","2011",,,,,
"USR0000GSTA","STAFFORD CUIS GEORGIA, GA US","30.9172","-81.4294","7.6","2011","17","101","67.9","78.3","57.6"
"US1GACF0003","PRIDGEN 1.5 NE, GA US","31.7155","-82.9378","94.2","2011",,,,,
"USC00094230","HELEN, GA US","34.6996","-83.7261","455.1","2011","13","97","58.4","70.8","46.0"
"USC00099486","WINTERVILLE, GA US","33.9664","-83.2911","271.3","2011","15","98","62.2","74.0","50.4"
"USR0000GBAX","BAXLEY GEORGIA, GA US","31.7136","-82.3878","33.2","2011","18","100","67.0","79.6","54.4"
"USC00098950","U OF GA PLANT SCIENCE FARM, GA US","33.8722","-83.5358","256.0","2011","17","99","62.0","74.0","50.1"
"US1GAWL0007","LOGANVILLE 4.0 SSE, GA US","33.7917","-83.8719","278.3","2011",,,,,
"USR0000GBRE","BRENDER GEORGIA, GA US","33.0097","-83.7397","91.4","2011","15","103","64.7","78.4","51.0"
"USC00090444","ATLANTA 9 NW, GA US","33.8263","-84.4961","276.5","2011",,,,,
"US1GACB0020","MABLETON 0.6 NNW, GA US","33.8205","-84.5672","302.7","2011",,,,,
"US1GACF0001","DOUGLAS 2.5 WSW, GA US","31.4912","-82.8908","71.0","2011",,,,,
"US1GAGW0016","LAWRENCEVILLE 4.2 SW, GA US","33.8996","-84.0349","303.9","2011",,,,,
"US1GAMI0003","DARIEN 4.2 NNE, GA US","31.4247","-81.3958","5.8","2011",,,,,
"USC00092180","COMMERCE 4 NNW, GA US","34.2625","-83.4895","249.9","2011",,,,,
"US1GAMI0005","TOWNSEND 5.5 SE, GA US","31.5723","-81.3606","0.9","2011",,,,,
"USC00098666","THOMASVILLE 7 NE, GA US","30.91389","-83.86111","73.2","2011","21","102","67.8","80.1","55.5"
"US1GADG0002","EASTMAN 0.9 ENE, GA US","32.2021","-83.1662","99.7","2011",,,,,
"USW00053819","PEACHTREE CITY FALCON FIELD, GA US","33.35528","-84.56694","243.2","2011","15","99","62.3","75.1","49.6"
"USC00096126","MOUNT VERNON, GA US","32.1738","-82.5956","69.8","2011",,,,,
"US1GADG0004","CHAUNCEY 2.6 SW, GA US","32.0791","-83.0949","104.5","2011",,,,,
"USC00092318","COVINGTON, GA US","33.59722","-83.84361","234.4","2011","18","99","63.6","74.7","52.4"
"USC00094862","KITE, GA US","32.7127","-82.5415","94.8","2011","13","103","65.2","79.0","51.4"
"USW00063856","BRUNSWICK 23 S, GA US","30.8078","-81.4596","7.6","2011","23","102","68.5","77.7","59.2"
"USC00092799","DOVER, GA US","32.5997","-81.7078","31.4","2011",,,,,
"USR0000GBRA","BRASSTOWN NUMBER 1 GEORGIA, GA US","34.8028","-83.71","999.7","2011","7","92","56.5","64.6","48.5"
"US1GACB0016","MARIETTA 8.3 NE, GA US","33.9993","-84.4025","283.5","2011",,,,,
"USC00090253","AMERICUS, GA US","32.0306","-84.2461","121.0","2011",,,,,
"USC00091585","CANTON, GA US","34.2071","-84.5039","345.9","2011",,,,,
"USC00091340","BRUNSWICK, GA US","31.1681","-81.5022","4.0","2011","24","101","69.5","79.4","59.6"
"US1GABR0002","RICHMOND HILL 0.5 NE, GA US","31.9455","-81.3002","2.1","2011",,,,,
"US1GACT0009","POOLER 0.8 NNE, GA US","32.1154","-81.2509","4.9","2011",,,,,
"US1GACT0006","SAVANNAH 3.1 SSE, GA US","32.0377","-81.0946","5.8","2011",,,,,
"USC00099186","WAYCROSS 4 NE, GA US","31.2514","-82.3128","44.2","2011","17","106","67.7","81.7","53.7"
"US1GACT0001","POOLER 1.2 NNE, GA US","32.1219","-81.2531","7.3","2011",,,,,
"US1GAFY0005","PEACHTREE CITY 1.1 ESE, GA US","33.3858","-84.5518","258.8","2011",,,,,
"USC00094170","HAWKINSVILLE, GA US","32.2843","-83.4681","74.7","2011","17","104","66.2","79.8","52.5"
"US1GACT0003","SAVANNAH 3.9 SSW, GA US","31.9689","-81.1463","3.7","2011",,,,,
"US1GAFY0007","FAYETTEVILLE 3.3 SSE, GA US","33.4031","-84.4342","274.3","2011",,,,,
"US1GADK0013","DECATUR 1.2 SE, GA US","33.76","-84.2816","303.9","2011",,,,,
"USC00099502","WOODBINE, GA US","30.9591","-81.7071","4.9","2011","18","100","67.5","80.1","54.9"
"USR0000GMET","METTER GEORGIA, GA US","32.3911","-82.0372","30.2","2011","18","102","67.0","79.5","54.4"
"USC00093538","FORT STEWART, GA US","31.86945","-81.62358","28.0","2011","19","102","69.0","81.1","56.8"
"USC00099506","WOODBURY, GA US","32.9783","-84.5982","222.5","2011",,,,,
"USC00093658","GEORGETOWN 4 E, GA US","31.8966","-85.0375","149.4","2011","20","101","65.8","77.1","54.6"
"USC00098418","SUCHES 8 NW, GA US","34.7513","-84.1482","597.4","2011",,,,,
"US1GACB0006","KENNESAW 5.6 SW, GA US","33.9566","-84.6717","318.2","2011",,,,,
"USC00098657","THE ROCK RANCH, GA US","32.96416","-84.23027","250.2","2011","18","100","63.6","75.3","51.9"
"US1GATH0005","BOSTON 3.4 NNW, GA US","30.8403","-83.8033","59.7","2011",,,,,
"US1GAAT0002","PEARSON 3.5 NE, GA US","31.3382","-82.8172","57.3","2011",,,,,
"US1GACB0003","KENNESAW 3.1 SSW, GA US","33.9833","-84.6389","328.0","2011",,,,,
"US1GATH0001","COOLIDGE 3.2 SSW, GA US","30.9674","-83.8875","65.8","2011",,,,,
"US1GAPE0001","FORT VALLEY 0.7 ESE, GA US","32.5514","-83.8771","146.6","2011",,,,,
"US1GATH0004","THOMASVILLE 5.1 ESE, GA US","30.8176","-83.8965","84.1","2011",,,,,
"USC00090140","ALBANY 3 SE, GA US","31.5338","-84.1488","54.9","2011","19","101","66.6","79.4","53.9"
"USC00099194","WAYNESBORO 2 S, GA US","33.07129","-82.00728","84.4","2011","16","100","64.0","76.5","51.6"
"USR0000GPLA","PLAINS SUMTER GEORGIA, GA US","32.0097","-84.33","160.3","2011","18","103","66.4","78.2","54.6"
"US1GALB0004","MIDWAY 3.3 ENE, GA US","31.818","-81.3744","4.9","2011",,,,,
"US1GACW0008","SENOIA 4.4 S, GA US","33.2486","-84.5536","256.3","2011",,,,,
"USC00095492","MANOR, GA US","31.0833","-82.5652","46.9","2011","16","104","66.4","81.0","51.8"
"US1GACE0012","HOLLY SPRINGS 1.0 NNE, GA US","34.1851","-84.4896","350.5","2011",,,,,
"US1GACW0001","NEWNAN 7.5 NE, GA US","33.4314","-84.6863","275.8","2011",,,,,
"US1GAFR0001","CARNESVILLE 7.3 SW, GA US","34.2917","-83.3236","228.9","2011",,,,,
"USW00053838","GAINESVILLE LEE GILMER MEMORIAL AIRPORT, GA US","34.27194","-83.83028","388.6","2011","17","97","62.3","72.2","52.5"
"US1GACW0002","SHARPSBURG 6.0 N, GA US","33.4273","-84.6607","270.4","2011",,,,,
"US1GABD0001","MILLEDGEVILLE 6.5 SSE, GA US","32.9972","-83.1998","115.5","2011",,,,,
"US1GAHY0005","STOCKBRIDGE 5.1 SSE, GA US","33.5918","-84.1677","282.9","2011",,,,,
"US1GACW0009","NEWNAN 2.6 W, GA US","33.384","-84.8338","266.4","2011",,,,,
"US1GAOC0009","WATKINSVILLE 1.6 ENE, GA US","33.8701","-83.3823","201.2","2011",,,,,
"US1GAHY0009","STOCKBRIDGE 3.1 E, GA US","33.5422","-84.1891","243.8","2011",,,,,
"USC00095811","METTER, GA US","32.39559","-82.06092","36.6","2011","19","102","67.1","79.4","54.7"
"US1GACL0007","VILLA RICA 1.1 SSE, GA US","33.7189","-84.9121","350.8","2011",,,,,
"US1GAPL0003","CEDARTOWN 2.9 SE, GA US","33.9858","-85.2247","274.0","2011",,,,,
"USC00093621","GAINESVILLE, GA US","34.3006","-83.86","356.6","2011",,,,,
"USC00094728","JULIETTE, GA US","33.1139","-83.7881","137.2","2011",,,,,
"US1GAJC0004","BRASELTON 3.0 NE, GA US","34.1332","-83.7522","249.9","2011",,,,,
"USR0000GCAM","CAMP MERRILL GEORGIA, GA US","34.63","-84.0975","531.3","2011","12","95","60.1","69.8","50.4"
"USR0000GJON","JONES ISLAND GEORGIA, GA US","30.8289","-82.36","34.7","2011",,,,,
"US1GAOG0012","ARNOLDSVILLE 3.7 SSW, GA US","33.8601","-83.2418","195.1","2011",,,,,
"US1GAUN0001","BLAIRSVILLE 4.2 E, GA US","34.8697","-83.8768","644.7","2011",,,,,
"USW00093842","COLUMBUS METROPOLITAN AIRPORT, GA US","32.5161","-84.9422","119.5","2011","21","102","67.1","78.3","55.9"
"USC00093060","ELBERTON 2 N, GA US","34.1409","-82.8551","164.6","2011","10","99","59.6","72.8","46.4"
"USW00093845","VALDOSTA REGIONAL AIRPORT, GA US","30.7825","-83.27667","60.4","2011","22","106","70.3","83.5","57.0"
"USR0000GNEW","NEWNAN GEORGIA, GA US","33.3653","-84.8594","236.2","2011","17","103","63.4","75.7","51.1"
"USR0000GTAL","TALLULAH NUMBER 1 GEORGIA, GA US","34.9058","-83.3344","831.5","2011","11","94","59.3","67.6","51.1"
"USR0000GDAW","DAWSONVILLE GEORGIA, GA US","34.3761","-84.0597","369.7","2011","11","99","63.3","73.8","52.7"
"USC00096335","NEWNAN 7 WNW, GA US","33.3996","-84.915","242.3","2011","16","98","61.3","74.1","48.5"
"USR0000GMCR","MCRAE GEORGIA, GA US","32.0097","-82.9","76.2","2011","17","103","66.5","80.1","53.0"
"US1GAHB0005","HELEN 9.5 ENE, GA US","34.7742","-83.58","536.4","2011",,,,,
"USC00096219","NAHUNTA 6 NE, GA US","31.2738","-81.9197","20.7","2011","14","99","64.3","78.7","49.8"
"US1GAFN0001","BLUE RIDGE 9.4 WNW, GA US","34.9166","-84.4764","573.0","2011",,,,,
"USC00092783","DOUGLAS, GA US","31.48889","-82.82056","71.0","2011",,,,,
"US1GALW0001","HAHIRA 3.6 SE, GA US","30.9496","-83.3338","56.1","2011",,,,,
"US1GALW0004","LAKE PARK 2.8 W, GA US","30.683","-83.236","49.1","2011",,,,,
"US1GAHT0002","HARTWELL 5.6 NW, GA US","34.4041","-83.0081","243.5","2011",,,,,
"USR0000GCOO","ADEL GEORGIA, GA US","31.1097","-83.4269","46.9","2011","20","101","68.2","80.0","56.4"
"USW00013837","AUGUSTA DANIEL FIELD AIRPORT, GA US","33.46694","-82.03861","128.9","2011","21","103","66.4","76.8","56.1"
"USR0000GCOH","COHUTTA NUMBER 1 GEORGIA, GA US","34.9225","-84.6594","525.5","2011","11","96","60.5","69.8","51.2"
"USC00095874","MILLEDGEVILLE, GA US","33.0831","-83.2498","112.2","2011","16","103","65.1","78.6","51.6"
"USR0000GMCI","MILLEDGEVILLE GEORGIA, GA US","32.7797","-83.25","128.0","2011",,,,,
"USC00091266","BROOKLET 1 W, GA US","32.375","-81.6731","54.9","2011","18","100","66.5","78.4","54.5"
"USC00092475","DAHLONEGA 4 WSW, GA US","34.5069","-84.0207","445.0","2011",,,,,
"USC00094429","HOMERVILLE 5 N, GA US","31.0767","-82.8003","57.0","2011",,,,,
"USR0000GDAL","DALLAS GEORGIA, GA US","33.8333","-84.74","276.5","2011","15","98","61.5","73.5","49.5"
"US1GATG0001","DANVILLE 3.3 W, GA US","32.6016","-83.3032","143.0","2011",,,,,
"USC00095061","LEESBURG 2, GA US","31.7633","-84.1869","79.2","2011","19","101","66.1","78.3","53.9"
"US1GACE0022","ALPHARETTA 8.6 N, GA US","34.1929","-84.2707","356.0","2011",,,,,
"USW00063828","NEWTON 8 W, GA US","31.3127","-84.4706","53.6","2011","16","102","66.3","79.5","53.1"
"USW00063829","NEWTON 11 SW, GA US","31.1923","-84.4465","47.5","2011","19","102","67.0","79.4","54.6"
"US1GAJN0002","GRAY 7.5 WSW, GA US","32.9749","-83.6588","181.1","2011",,,,,
"US1GAJN0003","HADDOCK 2.6 N, GA US","33.0709","-83.4275","169.2","2011",,,,,
"US1GATP0006","LA GRANGE 2.1 WSW, GA US","33.0266","-85.0664","233.2","2011",,,,,
"US1GATP0003","LA GRANGE 1.2 NNE, GA US","33.0572","-85.0273","225.2","2011",,,,,
"USC00095863","MIDVILLE EXPERIMENTAL STATION, GA US","32.8753","-82.2156","85.3","2011","17","103","65.5","77.9","53.2"
"US1GATP0001","LA GRANGE 10.6 ESE, GA US","32.9735","-84.8698","240.8","2011",,,,,
"US1GATP0002","LA GRANGE 6.4 SSE, GA US","32.9542","-84.9976","242.9","2011",,,,,
"USC00092006","CLEVELAND, GA US","34.5859","-83.7658","477.6","2011","8","96","57.9","70.7","45.0"
"USC00093578","FORT GAINES 2, GA US","31.615","-85.0494","64.0","2011","20","98","65.8","77.5","54.2"
"USC00095988","MONTICELLO, GA US","33.3329","-83.6975","157.9","2011","14","99","62.0","75.3","48.6"
"USC00096838","PATTERSON, GA US","31.3781","-82.1292","32.0","2011","19","102","67.5","80.4","54.6"
"USC00092485","DALLAS 7 NE, GA US","33.9982","-84.751","313.3","2011","14","99","61.3","73.8","48.8"
"USC00093695","GIBSON, GA US","33.2261","-82.5949","126.8","2011",,,,,
"USC00097808","SAPELO ISLAND, GA US","31.39806","-81.28077","3.0","2011","24","100","69.2","78.8","59.6"
"US1GATY0001","BUTLER 8.3 NNW, GA US","32.6618","-84.3091","203.9","2011",,,,,
"US1GARB0006","RABUN GAP 1.1 WNW, GA US","34.9606","-83.4056","687.0","2011",,,,,
"USC00092361","CRISP CO POWER DAM, GA US","31.8453","-83.9409","74.7","2011","18","101","65.9","78.2","53.7"
"USC00090181","ALLATOONA DAM 2, GA US","34.165","-84.73","297.2","2011","14","100","61.6","73.6","49.5"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","32.6847","-83.6527","104.5","2011","16","103","65.2","78.3","52.1"
"US1GAGY0002","CAIRO 9.2 NNW, GA US","31.0074","-84.2467","101.8","2011",,,,,
"USC00096148","MULBERRY GROVE, GA US","32.6089","-85.0756","152.7","2011",,"101",,"76.8",
"USR0000GLOU","LOUISVILLE GEORGIA, GA US","32.975","-82.3528","60.0","2011","16","102","65.6","78.3","52.8"
"USC00094648","JASPER 1 NNW, GA US","34.4758","-84.4461","446.5","2011","12","92","58.5","68.4","48.6"
"US1GASP0004","GRIFFIN 4.3 NW, GA US","33.2861","-84.3238","264.0","2011",,,,,
"USR0000GTOC","TOCCOA NUMBER 1 GEORGIA, GA US","34.765","-84.0744","736.1","2011","5","93","56.7","67.9","45.6"
"USW00093801","ROME R B RUSSELL AIRPORT, GA US","34.34778","-85.16111","194.8","2011",,"101",,"73.8",
"US1GAFT0024","ATLANTA 2.3 NE, GA US","33.7881","-84.3966","278.3","2011",,,,,
"US1GAHL0006","GAINESVILLE 6.1 NNW, GA US","34.3764","-83.8732","394.4","2011",,,,,
"USC00095165","LEXINGTON, GA US","33.8705","-83.1135","221.3","2011","13","102","62.7","75.5","49.9"
"USC00098436","SUMMERVILLE, GA US","34.4546","-85.39","194.8","2011","7","99","59.9","73.1","46.7"
"USC00090044","ADAIRSVILLE 5 SE, GA US","34.3407","-84.8347","291.4","2011",,,,,
"USW00063850","WATKINSVILLE 5 SSE, GA US","33.7837","-83.3896","225.9","2011","16","100","62.9","74.4","51.4"
"USC00091372","BUENA VISTA, GA US","32.3179","-84.5204","196.9","2011",,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.7014","-84.5722","264.6","2011",,,,,
