OBJECTID,STAT_CAUSE_DESCR,STATE,Date_Discovery,Date_Contained,FIRE_YEAR,FIRE_SIZE,LATITUDE,LONGITUDE,Duration
42022,Lightning,MT,7/21/1992,7/22/1992,1992,0.1,45.83333333,-114.2666667,1
42023,Lightning,ID,7/22/1992,7/24/1992,1992,0.1,45.71166667,-114.8683333,2
42024,Lightning,MT,8/19/1992,8/20/1992,1992,0.5,45.75166667,-114.4233333,1
42025,Lightning,MT,8/19/1992,8/21/1992,1992,4,45.63666667,-114.1216667,2
42026,Lightning,MT,8/19/1992,8/20/1992,1992,0.1,45.59,-114.1066667,1
42027,Lightning,MT,8/19/1992,8/20/1992,1992,0.7,45.59,-114.1333333,1
42028,Lightning,MT,8/19/1992,8/20/1992,1992,0.1,45.67166667,-114.385,1
42029,Lightning,MT,8/19/1992,8/20/1992,1992,0.1,45.70666667,-114.3966667,1
42030,Lightning,MT,8/19/1992,8/20/1992,1992,0.1,45.625,-114.355,1
42031,Lightning,MT,8/19/1992,8/23/1992,1992,0.2,45.63666667,-114.235,4
42032,Lightning,MT,8/19/1992,8/19/1992,1992,0.1,45.71666667,-114.4033333,0
42033,Lightning,ID,8/19/1992,9/29/1992,1992,0.1,45.92,-114.5233333,41
42034,Lightning,ID,8/19/1992,9/29/1992,1992,0.3,45.94333333,-114.4283333,41
42035,Lightning,ID,8/19/1992,9/29/1992,1992,2,45.92166667,-114.4383333,41
42036,Lightning,ID,8/19/1992,9/29/1992,1992,1,45.92166667,-114.4383333,41
42037,Lightning,ID,8/19/1992,8/29/1992,1992,0.3,45.92,-114.5983333,10
42038,Lightning,ID,8/19/1992,8/25/1992,1992,2,45.84,-114.6233333,6
42039,Lightning,MT,8/19/1992,8/23/1992,1992,0.1,45.855,-114.4566667,4
42040,Lightning,ID,8/19/1992,9/29/1992,1992,5,45.90666667,-114.4166667,41
42041,Lightning,ID,8/19/1992,9/29/1992,1992,0.5,45.9,-114.5233333,41
42042,Lightning,ID,8/19/1992,9/29/1992,1992,1,45.91333333,-114.5033333,41
42043,Lightning,ID,8/19/1992,9/29/1992,1992,1,45.90666667,-114.5033333,41
42044,Lightning,ID,8/19/1992,8/26/1992,1992,3,45.95833333,-114.59,7
42045,Lightning,ID,8/19/1992,9/29/1992,1992,20,45.9,-114.555,41
42046,Lightning,MT,8/19/1992,8/20/1992,1992,0.1,45.71666667,-114.4366667,1
42047,Lightning,MT,8/20/1992,8/20/1992,1992,0.1,45.685,-114.405,0
42048,Lightning,ID,8/20/1992,8/21/1992,1992,0.3,45.78333333,-114.8416667,1
42049,Lightning,ID,8/20/1992,9/29/1992,1992,0.3,45.92166667,-114.47,40
42050,Lightning,ID,8/20/1992,9/29/1992,1992,40,45.97166667,-114.5133333,40
42051,Lightning,MT,8/20/1992,8/20/1992,1992,0.1,45.70666667,-114.475,0
42052,Lightning,ID,8/20/1992,9/30/1992,1992,60,45.81166667,-114.7233333,41
42053,Lightning,ID,8/20/1992,8/25/1992,1992,0.5,45.90666667,-114.705,5
42054,Lightning,ID,8/21/1992,8/22/1992,1992,0.5,45.705,-114.8166667,1
42055,Lightning,ID,8/20/1992,8/23/1992,1992,0.1,45.71,-114.7783333,3
42056,Lightning,ID,8/20/1992,9/30/1992,1992,100,45.68166667,-114.8916667,41
42057,Lightning,ID,8/20/1992,8/29/1992,1992,12,45.86166667,-114.805,9
42058,Lightning,ID,8/20/1992,8/23/1992,1992,0.1,45.71,-114.8066667,3
42059,Lightning,ID,8/20/1992,8/23/1992,1992,0.1,45.67333333,-114.785,3
42060,Lightning,ID,8/20/1992,8/23/1992,1992,0.1,45.935,-114.6466667,3
42061,Lightning,ID,8/20/1992,8/23/1992,1992,0.1,45.84833333,-114.6916667,3
42062,Lightning,ID,8/20/1992,8/26/1992,1992,5,45.95333333,-114.6683333,6
42063,Lightning,ID,8/20/1992,8/29/1992,1992,0.3,45.84833333,-114.805,9
42064,Lightning,ID,8/29/1992,8/29/1992,1992,0.8,45.92,-114.8766667,0
42065,Lightning,ID,8/21/1992,8/28/1992,1992,50,45.79,-114.855,7
42066,Lightning,ID,8/21/1992,8/23/1992,1992,7,45.68833333,-114.8166667,2
42067,Lightning,ID,8/22/1992,8/23/1992,1992,2,45.88333333,-114.74,1
42068,Lightning,MT,8/19/1992,8/21/1992,1992,0.7,45.62166667,-114.0716667,2
42069,Lightning,MT,8/19/1992,8/21/1992,1992,0.5,45.62166667,-114.0716667,2
42070,Lightning,ID,8/20/1992,8/26/1992,1992,1,45.955,-114.6683333,6
42071,Lightning,ID,8/27/1992,8/28/1992,1992,1,45.80333333,-114.8233333,1
42072,Lightning,ID,8/26/1992,8/26/1992,1992,0.1,45.93833333,-114.6916667,0
42073,Lightning,ID,8/30/1992,9/29/1992,1992,0.1,45.91333333,-114.5666667,30
42074,Lightning,MT,9/1/1992,9/2/1992,1992,0.8,45.84,-114.1566667,1
42075,Lightning,ID,9/6/1992,9/29/1992,1992,0.1,45.855,-114.6133333,23
42076,Campfire,ID,10/28/1992,10/29/1992,1992,2,45.925,-114.8383333,1
42077,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,45.65333333,-114.72,1
42078,Lightning,ID,7/6/1992,7/6/1992,1992,0.3,45.7,-114.7416667,0
42079,Lightning,ID,8/19/1992,8/19/1992,1992,0.2,45.68833333,-114.6233333,0
42080,Lightning,ID,8/20/1992,8/24/1992,1992,1,45.655,-114.7533333,4
42081,Smoking,ID,5/17/1992,5/20/1992,1992,40,47.8,-116.1166667,3
42082,Lightning,ID,6/17/1992,6/17/1992,1992,0.1,47.8,-116.25,0
42083,Lightning,ID,6/27/1992,6/28/1992,1992,1.5,47.68333333,-116.0333333,1
42084,Miscellaneous,ID,7/10/1992,7/10/1992,1992,0.1,47.625,-116.2166667,0
42085,Lightning,ID,7/24/1992,7/24/1992,1992,0.1,47.76666667,-115.95,0
42086,Lightning,ID,8/5/1992,8/6/1992,1992,8,47.85,-116.8666667,1
42087,Smoking,ID,8/10/1992,8/10/1992,1992,0.2,47.75,-116,0
42088,Lightning,ID,8/17/1992,8/17/1992,1992,0.2,47.8,-115.85,0
42089,Lightning,ID,8/18/1992,8/18/1992,1992,0.2,47.75,-116.1666667,0
42090,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.71666667,-115.9166667,0
42091,Lightning,ID,8/18/1992,8/18/1992,1992,1,47.71666667,-116.0166667,0
42092,Lightning,ID,8/18/1992,8/18/1992,1992,0.5,47.81666667,-116.15,0
42093,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.7,-116.2166667,0
42094,Lightning,ID,8/20/1992,8/21/1992,1992,1.5,47.7,-115.9666667,1
42095,Lightning,ID,9/5/1992,9/5/1992,1992,0.1,47.81666667,-116.1,0
42096,Lightning,ID,10/6/1992,10/6/1992,1992,0.1,47.68333333,-116.0166667,0
42097,Campfire,ID,10/9/1992,10/9/1992,1992,0.1,47.76666667,-115.9666667,0
42098,Debris Burning,ID,5/17/1992,5/20/1992,1992,222,47.13166667,-115.54,3
42099,Lightning,ID,6/11/1992,6/12/1992,1992,0.1,47.13666667,-115.9133333,1
42100,Lightning,ID,6/15/1992,6/16/1992,1992,0.1,47.25833333,-115.4533333,1
42101,Lightning,ID,6/24/1992,6/26/1992,1992,0.5,46.97333333,-115.7283333,2
42102,Lightning,ID,6/25/1992,6/25/1992,1992,0.2,44.19166667,-115.7666667,0
42103,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,47.10166667,-115.7916667,0
42104,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,47.13,-115.8283333,0
42105,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,47.3,-115.6133333,0
42106,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,47.03,-115.35,1
42107,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.965,-115.77,1
42108,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.96166667,-115.6616667,0
42109,Lightning,ID,7/19/1992,7/20/1992,1992,0.3,47.01,-115.78,1
42110,Lightning,ID,7/19/1992,7/20/1992,1992,0.3,46.955,-115.7416667,1
42111,Lightning,ID,7/27/1992,7/28/1992,1992,0.1,47.12,-115.6833333,1
42112,Lightning,ID,7/22/1992,7/22/1992,1992,0.1,47.25833333,-115.8833333,0
42113,Lightning,ID,8/4/1992,8/5/1992,1992,0.1,47.07,-115.805,1
42114,Lightning,ID,6/25/1992,6/26/1992,1992,0.5,46.96,-115.7783333,1
42115,Lightning,ID,6/27/1992,6/28/1992,1992,0.2,46.98333333,-115.8,1
42116,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,47.25,-115.5366667,1
42117,Lightning,ID,8/17/1992,8/17/1992,1992,1,47.24166667,-115.5266667,0
42118,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,47.115,-115.6066667,1
42119,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.27333333,-115.5483333,1
42120,Lightning,ID,8/17/1992,8/17/1992,1992,0.1,47.34833333,-115.7783333,0
42121,Lightning,ID,8/17/1992,8/18/1992,1992,0.2,47.17166667,-115.5166667,1
42122,Lightning,ID,8/18/1992,8/18/1992,1992,0.1,47.28,-115.4833333,0
42123,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.20333333,-115.6316667,1
42124,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,47.19833333,-115.4633333,1
42125,Lightning,ID,8/18/1992,8/19/1992,1992,0.1,47.05666667,-115.6116667,1
42126,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,47.02666667,-115.6483333,0
42127,Miscellaneous,ID,9/2/1992,9/2/1992,1992,0.1,47.24666667,-115.8266667,0
42128,Lightning,ID,10/2/1992,10/3/1992,1992,0.1,47.12666667,-115.8333333,1
42129,Lightning,ID,10/2/1992,10/3/1992,1992,1,47.11666667,-115.7783333,1
42130,Campfire,ID,5/23/1992,5/23/1992,1992,25.4,47.44166667,-116.5683333,0
42131,Lightning,ID,6/2/1992,6/2/1992,1992,0.2,47.675,-116.675,0
42132,Debris Burning,ID,6/6/1992,6/6/1992,1992,0.5,47.725,-116.7066667,0
42133,Campfire,ID,6/10/1992,6/10/1992,1992,0.1,47.73333333,-116.7216667,0
42134,Lightning,ID,6/24/1992,6/27/1992,1992,1.5,47.65,-116.3833333,3
42135,Lightning,ID,7/3/1992,7/4/1992,1992,0.1,47.49166667,-116.6083333,1
42136,Lightning,ID,7/10/1992,7/10/1992,1992,0.1,47.745,-116.5166667,0
42137,Lightning,ID,7/15/1992,7/16/1992,1992,0.1,47.525,-116.5816667,1
42138,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,47.55833333,-116.5916667,1
42139,Lightning,ID,10/5/1992,10/5/1992,1992,0.1,47.79,-116.5716667,0
42140,Debris Burning,ID,9/30/1992,9/30/1992,1992,0.3,47.65833333,-116.5483333,0
42141,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,47.11333333,-116.1166667,1
42142,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,47.18,-116.1866667,1
42143,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,47.12,-116.125,1
42144,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,47.10166667,-116.1416667,0
42145,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,47.28833333,-116.2283333,0
42146,Lightning,ID,8/1/1992,8/1/1992,1992,0.2,47.11666667,-116.1333333,0
42147,Lightning,ID,8/13/1992,8/13/1992,1992,0.1,47.09833333,-116.1166667,0
42148,Lightning,ID,8/14/1992,8/14/1992,1992,0.1,47.175,-116.175,0
42149,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,46.95,-115.95,0
42150,Lightning,ID,6/12/1992,6/15/1992,1992,0.1,46.93333333,-115.9666667,3
42151,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,47.2,-116.1,1
42152,Lightning,ID,8/9/1992,8/9/1992,1992,0.1,46.98666667,-116.0766667,0
42153,Lightning,ID,6/12/1992,6/12/1992,1992,0.1,47.10666667,-116.525,0
42154,Debris Burning,ID,5/7/1992,5/10/1992,1992,35,48.04166667,-116.315,3
42155,Debris Burning,ID,5/7/1992,5/9/1992,1992,27,48.08833333,-116.1983333,2
42156,Debris Burning,ID,6/2/1992,6/2/1992,1992,0.1,48.14833333,-116.1533333,0
42157,Miscellaneous,ID,6/10/1992,6/10/1992,1992,0.3,48.25833333,-116.3216667,0
42158,Miscellaneous,ID,6/23/1992,6/23/1992,1992,0.1,48.20333333,-116.29,0
42159,Lightning,ID,6/25/1992,6/27/1992,1992,1,48.615,-116.6833333,2
42160,Lightning,ID,6/28/1992,6/28/1992,1992,0.1,48.35166667,-116.2183333,0
42161,Lightning,ID,6/28/1992,6/28/1992,1992,0.1,48.28,-116.25,0
42162,Lightning,ID,6/12/1992,6/12/1992,1992,0.1,48.04666667,-116.625,0
42163,Miscellaneous,ID,7/10/1992,7/10/1992,1992,0.1,48.23,-116.3016667,0
42164,Lightning,ID,7/11/1992,7/12/1992,1992,0.1,48.29833333,-116.345,1
42165,Campfire,ID,6/24/1992,6/24/1992,1992,0.1,48.18,-116.4083333,0
42166,Lightning,ID,7/5/1992,7/5/1992,1992,0.1,48.15666667,-116.4833333,0
42167,Equipment Use,ID,8/12/1992,8/12/1992,1992,0.1,48.23166667,-116.275,0
42168,Miscellaneous,ID,8/30/1992,8/30/1992,1992,0.1,48.46,-116.33,0
42169,Campfire,ID,4/2/1992,4/2/1992,1992,1,48.805,-116.2083333,0
42170,Debris Burning,ID,5/6/1992,5/6/1992,1992,3,48.61,-116.4066667,0
42171,Miscellaneous,ID,5/7/1992,5/7/1992,1992,2,48.70166667,-116.1566667,0
42172,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,48.99166667,-116.8233333,0
42173,Lightning,MT,6/27/1992,6/28/1992,1992,0.1,48.79333333,-116.0466667,1
42174,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,48.84166667,-116.49,0
42175,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,48.975,-116.8133333,1
42176,Lightning,ID,6/28/1992,6/29/1992,1992,0.1,48.88166667,-116.48,1
42177,Lightning,ID,7/22/1992,7/23/1992,1992,0.1,48.73,-116.4583333,1
42178,Lightning,ID,7/22/1992,7/23/1992,1992,0.1,48.95333333,-116.675,1
42179,Equipment Use,ID,8/4/1992,8/4/1992,1992,0.1,48.83833333,-116.5233333,0
42180,Lightning,ID,8/21/1992,8/21/1992,1992,0.3,48.825,-116.5333333,0
42181,Lightning,ID,8/21/1992,8/22/1992,1992,0.1,48.75166667,-116.45,1
42182,Lightning,ID,8/21/1992,8/22/1992,1992,0.4,48.98666667,-116.725,1
42183,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,48.825,-116.1233333,0
42184,Lightning,ID,9/9/1992,9/9/1992,1992,0.1,48.77,-116.595,0
42185,Lightning,ID,9/10/1992,9/10/1992,1992,0.1,48.92166667,-116.6516667,0
42186,Lightning,ID,9/10/1992,9/10/1992,1992,0.1,48.64333333,-116.1616667,0
42187,Lightning,ID,9/11/1992,9/12/1992,1992,1,48.75333333,-116.055,1
42188,Lightning,ID,10/2/1992,10/3/1992,1992,1.5,48.97333333,-116.5966667,1
42189,Lightning,ID,10/6/1992,10/7/1992,1992,0.1,48.965,-116.1083333,1
42190,Campfire,ID,10/22/1992,10/23/1992,1992,0.5,48.835,-116.5033333,1
42191,Smoking,ID,3/31/1992,3/31/1992,1992,3,48.26333333,-116.8633333,0
42192,Miscellaneous,ID,4/3/1992,4/3/1992,1992,0.1,48.295,-117.0033333,0
42193,Lightning,ID,5/19/1992,5/24/1992,1992,6,48.64333333,-116.9066667,5
42194,Debris Burning,ID,5/30/1992,6/2/1992,1992,35,48.35,-116.855,3
42195,Lightning,WA,6/4/1992,6/4/1992,1992,0.1,48.785,-117.05,0
42196,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.81166667,-117.0966667,0
42197,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.80166667,-117.105,0
42198,Lightning,WA,6/26/1992,6/26/1992,1992,0.1,48.81333333,-117.0633333,0
42199,Lightning,WA,6/26/1992,6/27/1992,1992,0.1,48.85333333,-117.0616667,1
42200,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,48.86833333,-116.9816667,1
42201,Lightning,ID,7/10/1992,7/10/1992,1992,0.1,48.81666667,-116.9833333,0
42202,Campfire,ID,7/18/1992,7/19/1992,1992,0.1,48.29,-116.8783333,1
42203,Lightning,WA,7/21/1992,7/22/1992,1992,0.1,48.66833333,-117.125,1
42204,Lightning,ID,7/21/1992,7/21/1992,1992,0.1,48.60666667,-117.025,0
42205,Lightning,ID,7/21/1992,7/21/1992,1992,0.1,48.47666667,-116.9283333,0
42206,Lightning,ID,7/21/1992,7/21/1992,1992,0.2,48.37,-116.965,0
42207,Campfire,ID,7/25/1992,7/25/1992,1992,0.1,48.645,-116.8866667,0
42208,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,48.705,-116.92,0
42209,Lightning,ID,8/29/1992,8/29/1992,1992,0.1,48.70333333,-116.9166667,0
42210,Lightning,WA,9/4/1992,9/4/1992,1992,0.1,48.63,-117.04,0
42211,Lightning,ID,9/29/1992,9/29/1992,1992,0.1,48.74166667,-116.9516667,0
42212,Lightning,ID,10/6/1992,10/6/1992,1992,0.2,48.955,-116.9983333,0
42213,Miscellaneous,ID,10/6/1992,10/6/1992,1992,0.1,48.42333333,-116.935,0
42214,Lightning,ID,6/23/1992,6/23/1992,1992,0.2,46.42333333,-115.7066667,0
42215,Lightning,ID,6/25/1992,6/26/1992,1992,0.5,46.34166667,-115.6266667,1
42216,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.52,-115.1883333,1
42217,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.55166667,-115.2233333,1
42218,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.49166667,-115.2,1
42219,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,46.58666667,-115.5783333,1
42220,Lightning,ID,7/4/1992,7/4/1992,1992,0.1,46.25166667,-115.6533333,0
42221,Lightning,ID,7/4/1992,7/5/1992,1992,0.1,46.30666667,-115.62,1
42222,Lightning,ID,7/6/1992,7/6/1992,1992,0.1,46.45833333,-115.4916667,0
42223,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.365,-115.6633333,0
42224,Lightning,ID,7/19/1992,7/21/1992,1992,0.5,46.465,-115.6833333,2
42225,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.37833333,-115.6633333,1
42226,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.29333333,-115.7183333,1
42227,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.47833333,-115.6416667,1
42228,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.475,-115.6416667,0
42229,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.375,-115.7233333,0
42230,Lightning,ID,7/28/1992,7/29/1992,1992,0.1,46.46666667,-115.7616667,1
42231,Lightning,ID,8/1/1992,8/2/1992,1992,1.5,46.43833333,-115.57,1
42232,Lightning,ID,8/15/1992,8/15/1992,1992,0.1,46.215,-115.7166667,0
42233,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,46.44166667,-115.33,1
42234,Lightning,ID,8/17/1992,8/18/1992,1992,0.1,46.465,-115.2883333,1
42235,Lightning,ID,8/17/1992,8/24/1992,1992,0.1,46.48666667,-115.4,7
42236,Lightning,ID,8/17/1992,8/24/1992,1992,0.1,46.51833333,-115.335,7
42237,Lightning,ID,8/17/1992,8/18/1992,1992,0.3,46.61166667,-115.4916667,1
42238,Lightning,ID,8/18/1992,8/19/1992,1992,0.1,46.43833333,-115.6216667,1
42239,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.45,-115.7066667,0
42240,Lightning,ID,8/19/1992,8/19/1992,1992,0.9,46.47666667,-115.67,0
42241,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.49,-115.6933333,0
42242,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.525,-115.5766667,0
42243,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.53333333,-115.625,0
42244,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.57666667,-115.585,0
42245,Lightning,ID,8/19/1992,8/19/1992,1992,0.1,46.58333333,-115.5933333,0
42246,Lightning,ID,8/20/1992,8/21/1992,1992,0.1,46.38333333,-115.6216667,1
42247,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.37,-115.6133333,3
42248,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.54833333,-115.6316667,0
42249,Lightning,ID,8/21/1992,8/21/1992,1992,0.1,46.57333333,-115.59,0
42250,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.30833333,-115.6166667,0
42251,Lightning,ID,8/20/1992,8/23/1992,1992,2,46.23666667,-115.69,3
42252,Lightning,ID,8/20/1992,8/23/1992,1992,2,46.235,-115.695,3
42253,Lightning,ID,8/20/1992,8/21/1992,1992,1.5,46.59166667,-115.5266667,1
42254,Lightning,ID,8/20/1992,8/21/1992,1992,1,46.57833333,-115.4883333,1
42255,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.52666667,-115.695,3
42256,Lightning,ID,8/22/1992,8/23/1992,1992,0.1,46.36333333,-115.6933333,1
42257,Lightning,ID,8/20/1992,8/22/1992,1992,0.8,46.39,-115.6066667,2
42258,Lightning,ID,8/21/1992,8/24/1992,1992,0.1,46.36333333,-115.6516667,3
42259,Lightning,ID,8/31/1992,9/1/1992,1992,0.1,46.56166667,-115.4933333,1
42260,Lightning,ID,9/2/1992,9/3/1992,1992,0.1,46.48166667,-115.44,1
42261,Arson,ID,9/9/1992,9/10/1992,1992,0.1,46.39333333,-115.71,1
42262,Arson,ID,9/9/1992,9/10/1992,1992,0.1,46.395,-115.705,1
42263,Arson,ID,9/29/1992,9/30/1992,1992,2,46.47,-115.5433333,1
42264,Lightning,ID,8/20/1992,8/20/1992,1992,1,46.61666667,-115.5583333,0
42265,Lightning,ID,8/20/1992,8/20/1992,1992,1,46.58833333,-115.6,0
42266,Lightning,ID,8/20/1992,8/20/1992,1992,0.1,46.53833333,-115.6716667,0
42267,Lightning,ID,6/11/1992,6/11/1992,1992,0.1,46.68666667,-116.1283333,0
42268,Lightning,ID,7/20/1992,7/20/1992,1992,0.1,46.75166667,-116.2633333,0
42269,Lightning,ID,7/19/1992,7/19/1992,1992,0.1,46.72166667,-116.1483333,0
42270,Lightning,ID,8/2/1992,8/2/1992,1992,0.3,46.96,-116.475,0
42271,Lightning,ID,6/11/1992,6/12/1992,1992,0.5,46.90666667,-115.6816667,1
42272,Lightning,ID,6/11/1992,6/12/1992,1992,0.1,46.905,-115.6716667,1
42273,Lightning,ID,6/20/1992,6/21/1992,1992,0.1,46.82333333,-115.1483333,1
42274,Lightning,ID,6/25/1992,6/27/1992,1992,1,46.80166667,-115.27,2
42275,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.76333333,-115.2883333,1
42276,Lightning,ID,6/25/1992,6/27/1992,1992,0.3,46.87,-115.5433333,2
42277,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.87,-115.5233333,1
42278,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,46.82333333,-115.1366667,0
42279,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,46.67333333,-115.0883333,0
42280,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,46.77833333,-115.3383333,0
42281,Lightning,ID,6/26/1992,6/26/1992,1992,0.1,46.76333333,-115.3466667,0
42282,Lightning,ID,6/25/1992,6/27/1992,1992,0.1,46.72333333,-115.3566667,2
42283,Lightning,ID,6/25/1992,6/26/1992,1992,0.5,46.87,-115.1983333,1
42284,Lightning,ID,6/25/1992,6/27/1992,1992,0.1,46.63666667,-115.2883333,2
42285,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,46.83333333,-115.075,1
42286,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,46.93833333,-115.4,0
42287,Lightning,ID,6/25/1992,6/27/1992,1992,0.1,46.88333333,-115.5633333,2
42288,Lightning,ID,6/25/1992,6/26/1992,1992,0.1,46.955,-115.6433333,1
42289,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,46.77,-115.14,1
42290,Lightning,ID,6/26/1992,6/27/1992,1992,0.1,46.855,-114.9716667,1
42291,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,46.69,-115.2416667,0
42292,Lightning,ID,6/27/1992,6/27/1992,1992,0.1,46.81166667,-115.5,0
42293,Lightning,ID,6/27/1992,6/28/1992,1992,0.1,46.705,-115.0866667,1
42294,Lightning,ID,6/30/1992,6/30/1992,1992,0.1,46.79833333,-115.0433333,0
42295,Lightning,ID,7/3/1992,7/3/1992,1992,0.3,46.84333333,-115.5283333,0
42296,Lightning,ID,7/4/1992,7/5/1992,1992,0.1,46.79166667,-115.0433333,1
42297,Lightning,ID,7/6/1992,7/6/1992,1992,0.1,46.84833333,-115.5083333,0
42298,Arson,ID,6/6/1992,6/6/1992,1992,1.6,46.68,-115.8116667,0
42299,Lightning,ID,7/19/1992,7/20/1992,1992,0.1,46.88333333,-115.585,1
42300,Lightning,ID,7/22/1992,7/22/1992,1992,0.1,46.88333333,-115.5233333,0
42301,Lightning,ID,7/24/1992,7/25/1992,1992,0.1,46.82666667,-115.05,1
42302,Lightning,ID,7/25/1992,7/26/1992,1992,0.1,46.78,-115.0333333,1
42303,Lightning,ID,7/25/1992,7/26/1992,1992,0.1,46.795,-115.03,1
