"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","32.6847","-83.6527","104.5","1992","20","99","63.8","74.8","52.9"
"USC00098600","TAYLORSVILLE, GA US","34.086","-84.9827","219.8","1992",,,,,
"USC00092578","DAWSONVILLE, GA US","34.42056","-84.10389","409.3","1992",,,,,
"USC00090311","APPLING 2 NW, GA US","33.55731","-82.33683","120.7","1992","21","96","61.8","73.9","49.7"
"USC00093147","EMBRY, GA US","33.8751","-85.0008","388.0","1992",,,,,
"USC00094648","JASPER 1 NNW, GA US","34.4758","-84.4461","446.5","1992","10","90","57.5","66.7","48.2"
"USC00095858","MIDVILLE, GA US","32.80889","-82.23722","53.3","1992",,,,,
"USC00095979","MONTEZUMA 2 NW, GA US","32.3176","-84.065","91.1","1992",,,,,
"USC00093386","FITZGERALD, GA US","31.71083","-83.25167","112.8","1992",,,,,
"USC00092450","CUTHBERT, GA US","31.76722","-84.79306","140.5","1992","25","98","66.0","76.2","55.8"
"USC00092570","DAWSON, GA US","31.78194","-84.44972","108.2","1992",,,,,
"USC00090969","BLAIRSVILLE EXPERIMENTAL STATION, GA US","34.8544","-83.9444","594.1","1992","7","90","55.1","67.3","43.0"
"USC00094230","HELEN, GA US","34.6996","-83.7261","455.1","1992","11","92","58.3","69.5","47.1"
"USC00095165","LEXINGTON, GA US","33.8705","-83.1135","221.3","1992",,,,,
"USC00099524","WOODSTOCK, GA US","34.10972","-84.515","320.6","1992",,,,,
"USC00098436","SUMMERVILLE, GA US","34.4546","-85.39","194.8","1992",,,,,
"USC00090603","BALL GROUND, GA US","34.3328","-84.4703","387.1","1992",,,,,
"USC00091657","CARTERS 1 WSW, GA US","34.60611","-84.71944","225.6","1992",,,,,
"USC00090444","ATLANTA 9 NW, GA US","33.8263","-84.4961","276.5","1992",,,,,
"USC00090044","ADAIRSVILLE 5 SE, GA US","34.3407","-84.8347","291.4","1992",,,,,
"USC00091132","BOWMAN, GA US","34.2","-83.03333","239.3","1992",,,,,
"USC00093792","GODFREY 3 NE, GA US","33.46667","-83.45","173.7","1992",,,,,
"USC00093271","EXPERIMENT, GA US","33.26306","-84.28417","284.7","1992",,,,,
"USC00092180","COMMERCE 4 NNW, GA US","34.2625","-83.4895","249.9","1992","18","93","60.2","70.9","49.6"
