"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USR0000CUND","UNDERWOOD CALIFORNIA, CA US","40.7219","-123.4953","792.5","2005","25","105","54.8","67.1","42.4"
"USC00041697","CHERRY VALLEY DAM, CA US","37.9747","-119.9161","1452.4","2005","19","97","53.5","65.0","42.1"
"USC00041214","BURNEY, CA US","40.8802","-121.6547","974.8","2005",,,,,
"USC00043875","HEALDSBURG, CA US","38.62136","-122.85814","53.0","2005","30","105","61.1","74.2","47.9"
"USR0000CSHQ","SHADEQUARTER CALIFORNIA, CA US","36.5672","-118.9556","1240.2","2005","28","97","58.1","66.5","49.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2005",,,,,
"USW00023188","SAN DIEGO INTERNATIONAL AIRPORT, CA US","32.7336","-117.1831","4.6","2005","44","89","64.1","69.8","58.5"
"USW00023187","SANDBERG, CA US","34.7436","-118.7242","1374.6","2005","26","97","56.0","64.3","47.7"
"USW00023182","PALMDALE AIRPORT, CA US","34.62944","-118.08361","769.2","2005","20","110","61.4","76.0","46.8"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","2005","43","97","65.1","73.9","56.2"
"USC00042319","DEATH VALLEY, CA US","36.4622","-116.8669","-59.1","2005","30","129","77.8","90.6","65.0"
"USR0000CSHH","SCHOOL HOUSE CALIFORNIA, CA US","41.1383","-123.9056","804.7","2005","30","94","52.6","59.6","45.7"
"USR0000CWPK","WHITAKER PEAK CALIFORNIA, CA US","34.5686","-118.7403","1255.8","2005","32","102","59.4","67.9","50.9"
"USW00003131","SAN DIEGO MONTGOMERY FIELD, CA US","32.81583","-117.13944","127.1","2005","37","95","63.9","72.4","55.3"
"USW00004222","REDDING 12 WNW, CA US","40.6507","-122.6068","432.2","2005",,,,,
"USC00043402","GIBRALTAR DAM NUMBER 2, CA US","34.5225","-119.6822","474.9","2005",,,,,
"USR0000COAB","OAK BOTTOM CALIFORNIA, CA US","40.6506","-122.6056","404.2","2005","28","114","61.4","74.9","47.9"
"USR0000CBGR","BANGOR CALIFORNIA, CA US","39.3975","-121.3861","244.8","2005","28","108","62.0","74.3","49.7"
"USC00040379","AUBERRY 2 NW, CA US","37.0919","-119.5128","637.0","2005","28","104","61.5","72.6","50.4"
"USC00040014","ACTON ESCONDIDO CANYON, CA US","34.4938","-118.2713","863.5","2005",,,,,
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","34.1233","-116.4078","993.6","2005","23","112","62.2","76.1","48.3"
"USC00043882","HEARST CASTLE, CA US","35.6841","-121.1683","465.1","2005",,,,,
"USR0000CELC","EL CARISO CALIFORNIA, CA US","33.6472","-117.4111","926.0","2005","32","106","64.3","75.7","52.8"
"USW00024286","CRESCENT CITY MCNAMARA AIRPORT, CA US","41.78028","-124.23667","17.1","2005","32","69","52.6","58.4","46.8"
"USW00024283","ARCATA EUREKA AIRPORT, CA US","40.97806","-124.10861","61.0","2005","22","76","51.9","59.0","44.8"
"USW00093241","VACAVILLE NUT TREE AIRPORT, CA US","38.3775","-121.9575","33.2","2005","29","108","62.0","74.7","49.3"
"USW00093242","MADERA MUNICIPAL AIRPORT, CA US","36.98778","-120.11056","77.1","2005","26","107","62.3","75.6","48.9"
"USR0000CCHC","CHICO CALIFORNIA, CA US","39.7119","-121.7789","70.1","2005","27","109","62.4","75.5","49.3"
"USW00093243","MERCED 23 WSW, CA US","37.2381","-120.8825","23.8","2005",,,,,
"USR0000CCHB","CHEESEBORO CALIFORNIA, CA US","34.1847","-118.7172","502.9","2005","40","101","65.2","75.3","55.1"
"USR0000CPAN","PANAMINT CALIFORNIA, CA US","36.1203","-117.0878","2097.0","2005","16","99","54.1","65.7","42.5"
"USS0020K31S","CSS LAB, CA US","39.33","-120.37","2089.4","2005","8","85","43.1","53.8","32.3"
"USR0000CBEV","BEVERLY HILLS CALIFORNIA, CA US","34.125","-118.4122","384.0","2005","39","106","66.2","78.9","53.5"
"USR0000CWOL","WOLVERTON CALIFORNIA, CA US","36.445","-118.7033","1597.2","2005",,,,,
"USR0000CACT","ACTON CALIFORNIA, CA US","34.4458","-118.2","792.5","2005","28","110","60.5","75.4","45.7"
"USR0000CBEU","BEAUMONT CALIFORNIA, CA US","33.9306","-116.95","793.7","2005","30","108","63.0","76.8","49.2"
"USR0000CTIM","TIMBER MOUNTAIN CALIFORNIA, CA US","41.6294","-121.2981","1511.8","2005","15","97","49.3","59.3","39.3"
"USC00043896","HEMET, CA US","33.7381","-116.8939","552.0","2005","28","110","64.1","81.5","46.8"
"USC00041476","CANBY, CA US","41.4219","-120.9016","1313.7","2005",,,,,
"USC00044500","KENTFIELD, CA US","37.9566","-122.5447","44.2","2005","32","101","58.9","69.6","48.3"
"USC00044863","LEBEC, CA US","34.83328","-118.86497","1089.7","2005",,,,,
"USC00046926","PINNACLES NM, CA US","36.4819","-121.1822","398.4","2005","21","109","58.7","77.4","40.1"
"USR0000CCHU","CHUCHUPATE CALIFORNIA, CA US","34.8083","-119.0125","1493.5","2005","3","98","50.1","67.1","33.1"
"USC00042327","DEEP CANYON LAB, CA US","33.6513","-116.3763","365.8","2005",,,,,
"USC00044628","LA CRESCENTA FC251C, CA US","34.2222","-118.2377","470.9","2005",,,,,
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","2005","31",,,,"48.9"
"USR0000CCHI","CHILAO CALIFORNIA, CA US","34.3317","-118.0303","1661.2","2005","25","102","57.0","65.4","48.5"
"USC00040029","ADIN RANGER STATION, CA US","41.1936","-120.9447","1278.6","2005","3",,,,"36.7"
