"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"US1GARB0006","RABUN GAP 1.1 WNW, GA US","34.9606","-83.4056","687.0","2015",,,,,
"US1GATY0002","BUTLER 6.9 S, GA US","32.4583","-84.2237","125.3","2015",,,,,
"US1GARB0005","DILLARD 0.7 NNW, GA US","34.9842","-83.3917","686.1","2015",,,,,
"USC00092361","CRISP CO POWER DAM, GA US","31.8453","-83.9409","74.7","2015","18","100","67.1","77.1","57.1"
"USC00090181","ALLATOONA DAM 2, GA US","34.165","-84.73","297.2","2015","6","98","61.2","72.9","49.6"
"USR0000GCML","CAMILLA GEORGIA, GA US","31.2142","-84.2364","18.9","2015","19","100","69.2","79.8","58.5"
"US1GAFT0010","JOHNS CREEK 3.0 SSW, GA US","34.0258","-84.1934","312.1","2015",,,,,
"US1GAWS0004","RAYLE 3.0 NNE, GA US","33.8326","-82.8958","162.5","2015",,,,,
"USW00003813","MACON MIDDLE GA REGIONAL AIRPORT, GA US","32.6847","-83.6527","104.5","2015","14","103","65.7","77.3","54.1"
"USR0000GLOU","LOUISVILLE GEORGIA, GA US","32.975","-82.3528","60.0","2015","15","101","66.3","77.5","55.0"
"USC00092450","CUTHBERT, GA US","31.76722","-84.79306","140.5","2015",,,,,
"USR0000GTOC","TOCCOA NUMBER 1 GEORGIA, GA US","34.765","-84.0744","736.1","2015","1","90","57.0","67.2","46.7"
"USW00093801","ROME R B RUSSELL AIRPORT, GA US","34.34778","-85.16111","194.8","2015","9","99","62.5","73.5","51.4"
"USC00090969","BLAIRSVILLE EXPERIMENTAL STATION, GA US","34.8544","-83.9444","594.1","2015","-1","92","56.6","69.1","44.2"
"US1GAHL0005","GAINESVILLE 6.3 ESE, GA US","34.2664","-83.7251","299.3","2015",,,,,
"USC00095165","LEXINGTON, GA US","33.8705","-83.1135","221.3","2015",,,,,
"US1GATL0001","SASSER 0.2 WSW, GA US","31.7179","-84.3506","94.2","2015",,,,,
"USR0000GOCO","OCONEE NUMBER 1 GEORGIA, GA US","33.2083","-83.7136","145.1","2015",,,,,
"USC00090044","ADAIRSVILLE 5 SE, GA US","34.3407","-84.8347","291.4","2015",,,,,
"USC00093675","GERMANY VALLEY, GA US","34.9089","-83.4575","863.2","2015","0","87","55.8","65.2","46.3"
"USW00063850","WATKINSVILLE 5 SSE, GA US","33.7837","-83.3896","225.9","2015","11","98","62.9","72.9","52.9"
"US1GAGY0003","CAIRO 3.7 ESE, GA US","30.8598","-84.1474","64.3","2015",,,,,
"US1GAFT0019","EAST POINT 6.3 WNW, GA US","33.7014","-84.5722","264.6","2015",,,,,
