OBJECTID,STAT_CAUSE_DESCR,STATE,Date_Discovery,Date_Contained,FIRE_YEAR,FIRE_SIZE,LATITUDE,LONGITUDE,Duration
55,Lightning,WA,6/19/2005,6/20/2005,2005,0.3,46.22083333,-117.785,1
120,Campfire,WA,7/16/2005,7/16/2005,2005,0.1,46.08055556,-117.8908333,0
933,Railroad,WA,5/26/2005,5/26/2005,2005,0.1,45.665,-121.2036111,0
939,Miscellaneous,WA,8/3/2005,8/3/2005,2005,0.1,48.35666667,-117.0608333,0
967,Railroad,WA,7/4/2005,7/4/2005,2005,0.1,45.69944444,-121.4136111,0
1060,Lightning,WA,8/1/2005,8/1/2005,2005,0.1,46.10555556,-117.7888889,0
1106,Equipment Use,WA,6/10/2005,6/10/2005,2005,1,45.715,-121.3483333,0
1182,Equipment Use,WA,6/14/2005,6/14/2005,2005,1,45.66416667,-121.0108333,0
1187,Children,WA,6/30/2005,6/30/2005,2005,0.5,45.66222222,-120.9158333,0
1243,Miscellaneous,WA,7/4/2005,7/4/2005,2005,0.1,45.70222222,-121.7525,0
1643,Miscellaneous,WA,8/28/2005,8/29/2005,2005,7,45.78694444,-121.4008333,1
1644,Railroad,WA,7/28/2005,7/28/2005,2005,3,45.63305556,-121.1113889,0
1663,Smoking,WA,8/6/2005,8/7/2005,2005,2,45.7,-121.7238889,1
2049,Lightning,WA,8/10/2005,8/11/2005,2005,0.3,48.70666667,-117.0983333,1
2055,Lightning,WA,8/10/2005,8/12/2005,2005,1,48.82333333,-117.0544444,2
2060,Lightning,WA,8/10/2005,8/10/2005,2005,0.1,48.80111111,-117.0619444,0
3214,Campfire,WA,9/25/2005,9/25/2005,2005,0.1,46.08638889,-121.6016667,0
3218,Campfire,WA,8/13/2005,8/13/2005,2005,0.1,45.94277778,-121.7269444,0
3345,Campfire,WA,7/31/2005,7/31/2005,2005,0.1,45.95194444,-121.7102778,0
3428,Campfire,WA,8/25/2005,8/25/2005,2005,0.1,46.09277778,-121.7630556,0
3429,Campfire,WA,8/13/2005,8/13/2005,2005,0.1,47.81555556,-122.9647222,0
3434,Campfire,WA,8/1/2005,8/1/2005,2005,0.1,45.93888889,-121.7666667,0
3435,Miscellaneous,WA,8/27/2005,8/27/2005,2005,0.1,46.01333333,-121.8336111,0
3593,Campfire,WA,8/20/2005,8/20/2005,2005,0.1,47.99027778,-123.0161111,0
3594,Campfire,WA,8/28/2005,8/28/2005,2005,0.1,47.40611111,-123.4344444,0
3595,Campfire,WA,9/20/2005,9/21/2005,2005,0.1,47.9475,-123.1527778,1
3596,Miscellaneous,WA,9/9/2005,9/11/2005,2005,0.1,47.32833333,-123.7919444,2
3599,Campfire,WA,7/31/2005,7/31/2005,2005,0.1,48.06666667,-124.1141667,0
3600,Campfire,WA,9/24/2005,9/25/2005,2005,0.1,47.7625,-123.1069444,1
3602,Campfire,WA,5/7/2005,5/7/2005,2005,0.1,47.56972222,-121.6666667,0
3724,Campfire,WA,5/8/2005,5/8/2005,2005,0.1,47.54055556,-121.5816667,0
3726,Campfire,WA,5/30/2005,5/30/2005,2005,0.1,47.67944444,-121.3119444,0
3765,Campfire,WA,5/29/2005,5/29/2005,2005,0.1,47.38055556,-121.3908333,0
3768,Campfire,WA,6/4/2005,6/4/2005,2005,0.1,47.03194444,-121.7166667,0
3771,Miscellaneous,WA,7/5/2005,7/6/2005,2005,3,47.39527778,-121.5605556,1
3790,Campfire,WA,7/3/2005,7/3/2005,2005,0.1,47.04666667,-121.6533333,0
3868,Miscellaneous,WA,8/5/2005,10/1/2005,2005,52000,46.23444444,-117.6805556,57
3891,Miscellaneous,WA,3/12/2005,3/13/2005,2005,1,46.77444444,-121.0647222,1
3902,Campfire,WA,7/19/2005,7/20/2005,2005,0.1,46.92888889,-121.3569444,1
3915,Campfire,WA,7/14/2005,7/14/2005,2005,0.1,48.24777778,-121.3083333,0
3916,Campfire,WA,7/25/2005,7/25/2005,2005,0.1,46.98833333,-121.05,0
3919,Campfire,WA,7/24/2005,7/24/2005,2005,0.1,47.27888889,-121.3483333,0
3923,Arson,WA,8/6/2005,8/6/2005,2005,0.1,47.03194444,-121.7380556,0
3931,Campfire,WA,8/6/2005,8/6/2005,2005,0.1,47.39527778,-121.5391667,0
3933,Campfire,WA,8/7/2005,8/7/2005,2005,0.1,47.39527778,-121.5180556,0
3937,Miscellaneous,WA,8/14/2005,8/15/2005,2005,0.1,47.06138889,-121.7166667,1
3954,Campfire,WA,8/18/2005,8/18/2005,2005,0.1,48.11916667,-121.5872222,0
3957,Campfire,WA,8/28/2005,8/28/2005,2005,0.1,47.665,-121.3125,0
3961,Campfire,WA,8/13/2005,8/13/2005,2005,0.1,47.36611111,-121.5391667,0
3968,Campfire,WA,8/22/2005,8/22/2005,2005,0.1,48.09055556,-121.5444444,0
3975,Campfire,WA,8/25/2005,8/25/2005,2005,0.1,48.07611111,-121.5230556,0
3978,Campfire,WA,9/1/2005,9/1/2005,2005,0.1,48.07611111,-121.6516667,0
3989,Campfire,WA,9/5/2005,9/5/2005,2005,0.1,48.07222222,-121.5216667,0
3992,Equipment Use,WA,8/9/2005,8/9/2005,2005,0.1,47.70777778,-121.0786111,0
4022,Campfire,WA,8/15/2005,8/15/2005,2005,0.1,47.39527778,-121.5391667,0
4026,Campfire,WA,9/5/2005,9/5/2005,2005,0.1,47.13388889,-121.6069444,0
4028,Campfire,WA,9/18/2005,9/18/2005,2005,0.1,47.13361111,-121.5858333,0
4035,Campfire,WA,9/25/2005,9/25/2005,2005,0.1,47.30777778,-121.3483333,0
4193,Campfire,WA,8/12/2005,8/12/2005,2005,0.1,46.6625,-121.7275,0
4607,Campfire,WA,8/20/2005,8/20/2005,2005,0.1,45.95527778,-121.755,0
4636,Miscellaneous,WA,4/10/2005,4/10/2005,2005,0.1,48.27222222,-117.4219444,0
4819,Campfire,WA,8/21/2005,8/21/2005,2005,0.1,45.95527778,-121.7544444,0
4831,Campfire,WA,8/23/2005,8/25/2005,2005,0.5,46.41833333,-121.4469444,2
4838,Smoking,WA,8/22/2005,8/22/2005,2005,0.1,46.05833333,-121.6166667,0
4846,Campfire,WA,8/27/2005,8/27/2005,2005,0.1,46.60083333,-121.6538889,0
4853,Smoking,WA,8/29/2005,8/29/2005,2005,0.1,46.34916667,-121.595,0
4861,Campfire,WA,9/4/2005,9/4/2005,2005,0.1,46.45,-121.8333333,0
4865,Smoking,WA,9/3/2005,9/4/2005,2005,0.1,46.01861111,-121.7463889,1
4866,Smoking,WA,9/3/2005,9/3/2005,2005,0.1,46.53833333,-121.93,0
4868,Campfire,WA,7/31/2005,7/31/2005,2005,0.1,46.05166667,-121.6869444,0
4891,Smoking,WA,7/19/2005,7/19/2005,2005,0.1,45.98805556,-121.6633333,0
4897,Campfire,WA,9/20/2005,9/20/2005,2005,0.1,46.17388889,-121.5513889,0
4899,Campfire,WA,9/21/2005,9/21/2005,2005,0.1,46.04444444,-121.7408333,0
4901,Lightning,WA,9/27/2005,9/28/2005,2005,1,45.8425,-121.9330556,1
4977,Lightning,WA,5/16/2005,5/16/2005,2005,0.01,48.61944444,-118.1361111,0
4985,Miscellaneous,WA,6/10/2005,6/13/2005,2005,0.1,48.56138889,-118.6355556,3
4988,Equipment Use,WA,7/29/2005,7/30/2005,2005,0.3,48.67694444,-118.5791667,1
4998,Lightning,WA,8/1/2005,8/1/2005,2005,0.01,48.39083333,-117.6330556,0
5000,Lightning,WA,8/2/2005,8/2/2005,2005,0.01,48.35694444,-117.6147222,0
5004,Lightning,WA,8/2/2005,8/3/2005,2005,0.01,48.88055556,-117.4069444,1
5007,Smoking,WA,8/6/2005,8/6/2005,2005,0.2,48.64861111,-117.7463889,0
5010,Lightning,WA,8/9/2005,8/11/2005,2005,0.2,48.86194444,-117.2483333,2
5018,Lightning,WA,8/9/2005,8/12/2005,2005,0.75,48.86111111,-117.2441667,3
5133,Campfire,WA,8/6/2005,8/6/2005,2005,0.1,46.2675,-121.9933333,0
5135,Campfire,WA,8/28/2005,8/28/2005,2005,0.1,46.15055556,-122.3011111,0
5303,Lightning,WA,8/10/2005,8/11/2005,2005,0.3,48.75972222,-117.3541667,1
5307,Lightning,WA,8/10/2005,8/10/2005,2005,0.2,48.87222222,-117.2441667,0
5314,Lightning,WA,8/10/2005,8/10/2005,2005,0.01,48.76,-117.3411111,0
5316,Lightning,WA,8/10/2005,8/10/2005,2005,0.1,48.86694444,-117.2194444,0
5318,Lightning,WA,8/10/2005,8/10/2005,2005,0.1,48.85638889,-117.1261111,0
5320,Lightning,WA,8/10/2005,8/11/2005,2005,0.1,48.7775,-117.3361111,1
5322,Lightning,WA,8/10/2005,8/10/2005,2005,0.01,48.98194444,-117.4461111,0
5323,Lightning,WA,8/10/2005,8/11/2005,2005,0.3,48.77611111,-117.3408333,1
5326,Lightning,WA,8/10/2005,8/13/2005,2005,0.01,48.57027778,-118.1947222,3
5329,Lightning,WA,8/10/2005,8/11/2005,2005,2,48.96444444,-118.1647222,1
5333,Lightning,WA,8/10/2005,8/11/2005,2005,0.5,47.51555556,-118.2488889,1
5334,Lightning,WA,8/10/2005,8/11/2005,2005,0.75,48.57333333,-118.3883333,1
5337,Lightning,WA,8/10/2005,8/13/2005,2005,0.75,48.78027778,-117.2363889,3
5339,Lightning,WA,8/11/2005,8/12/2005,2005,0.2,48.99166667,-118.2933333,1
5340,Lightning,WA,8/13/2005,8/13/2005,2005,0.1,48.82944444,-117.1469444,0
5341,Lightning,WA,8/13/2005,8/13/2005,2005,0.01,48.39083333,-117.6663889,0
5342,Lightning,WA,8/12/2005,8/13/2005,2005,0.25,48.44777778,-117.2088889,1
5344,Lightning,WA,8/13/2005,8/13/2005,2005,0.1,48.76388889,-117.1994444,0
5365,Lightning,WA,8/13/2005,8/13/2005,2005,0.75,48.81222222,-118.2536111,0
5369,Lightning,WA,8/14/2005,8/14/2005,2005,0.1,48.89416667,-117.4188889,0
5370,Lightning,WA,8/14/2005,8/15/2005,2005,0.25,48.96166667,-117.22,1
5382,Lightning,WA,8/14/2005,8/14/2005,2005,0.25,48.70333333,-118.2625,0
5383,Lightning,WA,8/14/2005,8/15/2005,2005,0.5,48.68861111,-117.2344444,1
5583,Lightning,WA,8/15/2005,8/15/2005,2005,0.01,48.87944444,-118.3761111,0
5589,Lightning,WA,8/24/2005,8/24/2005,2005,0.2,48.84222222,-118.2930556,0
5594,Lightning,WA,8/25/2005,8/25/2005,2005,0.01,48.61138889,-118.4452778,0
5601,Arson,WA,8/26/2005,8/26/2005,2005,0.75,48.64666667,-117.7663889,0
5606,Miscellaneous,WA,9/5/2005,9/5/2005,2005,0.01,48.59055556,-118.2269444,0
5615,Lightning,WA,9/29/2005,9/30/2005,2005,1.5,48.92166667,-117.5538889,1
5619,Miscellaneous,WA,10/12/2005,10/12/2005,2005,0.1,48.73583333,-118.515,0
5749,Children,WA,8/28/2005,8/28/2005,2005,0.01,48.31277778,-120.2772222,0
5793,Lightning,WA,8/10/2005,8/10/2005,2005,0.25,48.64722222,-119.7877778,0
5801,Lightning,WA,8/10/2005,8/11/2005,2005,0.1,48.54055556,-119.9477778,1
5808,Debris Burning,WA,4/15/2005,4/15/2005,2005,0.25,48.52638889,-119.8366667,0
5815,Lightning,WA,8/10/2005,8/11/2005,2005,0.1,48.53805556,-119.9563889,1
5817,Lightning,WA,5/21/2005,5/21/2005,2005,0.03,48.29972222,-120.0566667,0
5825,Lightning,WA,8/11/2005,8/12/2005,2005,0.25,48.67611111,-119.9080556,1
5827,Campfire,WA,5/28/2005,5/28/2005,2005,0.01,47.97388889,-120.1594444,0
5835,Lightning,WA,8/29/2005,8/30/2005,2005,0.1,48.48194444,-118.8911111,1
5839,Lightning,WA,5/30/2005,5/30/2005,2005,0.1,47.82861111,-120.5108333,0
5851,Lightning,WA,5/30/2005,5/30/2005,2005,0.13,48.48611111,-120.0705556,0
5863,Lightning,WA,8/29/2005,8/31/2005,2005,0.1,48.48222222,-118.9083333,2
5866,Lightning,WA,5/30/2005,5/30/2005,2005,0.1,48.48277778,-120.0588889,0
5873,Campfire,WA,8/27/2005,8/27/2005,2005,0.1,47.95722222,-120.5344444,0
5878,Lightning,WA,6/21/2005,6/22/2005,2005,0.02,48.62361111,-120.3347222,1
5882,Lightning,WA,8/29/2005,8/29/2005,2005,0.1,48.53111111,-118.9436111,0
5895,Lightning,WA,9/9/2005,9/10/2005,2005,0.3,48.10416667,-120.2697222,1
5900,Equipment Use,WA,9/22/2005,9/22/2005,2005,0.3,47.74805556,-120.2655556,0
5903,Lightning,WA,9/2/2005,9/2/2005,2005,0.25,48.88111111,-119.0161111,0
5904,Campfire,WA,10/16/2005,10/16/2005,2005,0.1,48.5525,-120.2902778,0
5905,Campfire,WA,10/20/2005,10/20/2005,2005,0.1,48.2975,-120.2008333,0
5926,Lightning,WA,6/21/2005,6/21/2005,2005,0.1,48.5975,-120.2355556,0
5930,Lightning,WA,8/10/2005,8/10/2005,2005,1,48.44666667,-119.8511111,0
5931,Smoking,WA,7/11/2005,7/11/2005,2005,0.03,48.27805556,-120.2891667,0
5933,Lightning,WA,8/10/2005,8/11/2005,2005,0.1,48.49861111,-119.9266667,1
5937,Lightning,WA,8/10/2005,8/10/2005,2005,0.1,48.43416667,-119.8463889,0
5942,Lightning,WA,8/11/2005,8/12/2005,2005,0.1,48.51833333,-119.975,1
5944,Lightning,WA,8/10/2005,8/10/2005,2005,0.25,48.49444444,-119.9230556,0
5947,Lightning,WA,8/11/2005,8/11/2005,2005,1,48.71972222,-120.1744444,0
5949,Lightning,WA,8/10/2005,8/10/2005,2005,0.25,48.49944444,-119.9208333,0
5953,Miscellaneous,WA,9/7/2005,9/8/2005,2005,40,47.97472222,-120.1525,1
5955,Miscellaneous,WA,7/30/2005,7/30/2005,2005,0.1,47.4175,-120.9363889,0
5958,Miscellaneous,WA,8/10/2005,8/10/2005,2005,0.1,47.32583333,-121.3369444,0
5961,Miscellaneous,WA,8/13/2005,8/15/2005,2005,2,47.25555556,-120.7061111,2
5963,Campfire,WA,8/27/2005,8/27/2005,2005,0.1,47.28138889,-120.5841667,0
5964,Lightning,WA,6/22/2005,6/22/2005,2005,0.01,48.89027778,-118.855,0
5965,Campfire,WA,9/17/2005,9/19/2005,2005,0.1,47.4175,-121.3283333,2
5967,Miscellaneous,WA,10/1/2005,10/1/2005,2005,0.1,47.18361111,-120.5438889,0
5968,Campfire,WA,10/17/2005,10/17/2005,2005,0.1,47.18388889,-120.61,0
5969,Lightning,WA,8/9/2005,8/11/2005,2005,1,48.62777778,-119.9494444,2
5979,Lightning,WA,8/9/2005,8/9/2005,2005,0.1,48.73833333,-119.9152778,0
5980,Miscellaneous,WA,7/3/2005,7/3/2005,2005,0.1,47.29805556,-121.2419444,0
5981,Campfire,WA,7/18/2005,7/18/2005,2005,0.1,47.26888889,-121.1788889,0
5998,Lightning,WA,6/19/2005,6/19/2005,2005,0.1,47.7425,-121.1425,0
6007,Equipment Use,WA,9/9/2005,9/9/2005,2005,0.1,46.67388889,-121.0844444,0
6010,Miscellaneous,WA,7/30/2005,8/1/2005,2005,1.5,46.88027778,-121.2741667,2
6012,Smoking,WA,8/22/2005,8/22/2005,2005,0.1,47.02694444,-121.1525,0
6017,Miscellaneous,WA,7/3/2005,7/3/2005,2005,0.1,46.87333333,-121.0602778,0
6018,Campfire,WA,8/14/2005,8/14/2005,2005,0.1,46.63944444,-121.2494444,0
6021,Arson,WA,7/28/2005,7/28/2005,2005,2.5,46.60833333,-121.1691667,0
6022,Campfire,WA,6/4/2005,6/4/2005,2005,0.1,46.85,-121.0086111,0
6029,Campfire,WA,5/28/2005,5/28/2005,2005,0.1,46.64083333,-121.065,0
6034,Equipment Use,WA,7/8/2005,7/8/2005,2005,1.6,47.76666667,-120.0936111,0
6038,Equipment Use,WA,7/27/2005,7/27/2005,2005,2,47.77027778,-120.1691667,0
6040,Campfire,WA,3/23/2005,3/23/2005,2005,0.1,47.38472222,-120.4861111,0
6043,Equipment Use,WA,4/26/2005,4/26/2005,2005,0.01,47.50305556,-120.6561111,0
6059,Campfire,WA,8/22/2005,8/23/2005,2005,0.1,46.86944444,-121.3044444,1
6061,Smoking,WA,8/28/2005,8/28/2005,2005,0.1,47.10555556,-121.2672222,0
6062,Miscellaneous,WA,8/14/2005,8/14/2005,2005,0.1,46.88111111,-121.2713889,0
6064,Debris Burning,WA,4/9/2005,4/10/2005,2005,1,47.38472222,-120.4861111,1
6066,Lightning,WA,5/26/2005,5/26/2005,2005,2.1,47.41333333,-120.4658333,0
6068,Miscellaneous,WA,6/10/2005,6/10/2005,2005,0.1,47.36916667,-120.5891667,0
6072,Lightning,WA,6/21/2005,6/21/2005,2005,0.2,47.94027778,-120.6602778,0
6073,Lightning,WA,6/21/2005,6/23/2005,2005,0.25,47.91333333,-120.66,2
6075,Lightning,WA,6/21/2005,6/23/2005,2005,0.33,47.90972222,-120.6652778,2
6076,Lightning,WA,6/21/2005,6/22/2005,2005,0.2,47.86305556,-120.8361111,1
6078,Lightning,WA,6/21/2005,6/22/2005,2005,0.1,47.85305556,-120.8977778,1
6080,Lightning,WA,6/21/2005,6/24/2005,2005,0.5,47.92555556,-120.9402778,3
6083,Lightning,WA,6/21/2005,6/24/2005,2005,0.1,47.91138889,-120.9402778,3
6084,Campfire,WA,10/24/2005,10/24/2005,2005,0.1,47.81055556,-120.6836111,0
6086,Lightning,WA,6/21/2005,6/22/2005,2005,0.25,47.96888889,-120.6997222,1
6088,Miscellaneous,WA,6/29/2005,6/29/2005,2005,0.1,47.83611111,-120.6536111,0
6089,Lightning,WA,6/21/2005,6/22/2005,2005,0.1,47.95138889,-120.6705556,1
6092,Miscellaneous,WA,7/30/2005,10/24/2005,2005,1150,47.83722222,-120.8052778,86
6097,Campfire,WA,8/5/2005,8/6/2005,2005,0.1,47.51833333,-120.8675,1
6098,Lightning,WA,6/19/2005,6/19/2005,2005,0.1,47.41972222,-120.6544444,0
6102,Miscellaneous,WA,8/14/2005,8/15/2005,2005,0.1,47.82888889,-120.7083333,1
6104,Lightning,WA,6/21/2005,6/22/2005,2005,0.1,47.99638889,-120.6977778,1
6105,Campfire,WA,8/24/2005,8/24/2005,2005,0.1,47.75027778,-121.0177778,0
6108,Arson,WA,7/16/2005,7/16/2005,2005,0.1,47.78555556,-120.6502778,0
6109,Campfire,WA,8/29/2005,8/30/2005,2005,0.01,47.45944444,-120.6819444,1
6113,Campfire,WA,9/24/2005,9/24/2005,2005,0.1,47.9525,-120.9408333,0
6115,Campfire,WA,9/25/2005,9/26/2005,2005,2.2,47.65833333,-120.5075,1
8095,Lightning,WA,5/19/2006,5/23/2006,2006,0.1,46.01027778,-117.9802778,4
8320,Miscellaneous,WA,6/17/2006,6/17/2006,2006,0.1,45.68666667,-121.9711111,0
8326,Miscellaneous,WA,6/8/2006,6/8/2006,2006,1.6,45.70972222,-121.2875,0
8330,Railroad,WA,5/3/2006,5/3/2006,2006,0.4,45.69972222,-122.7247222,0
8331,Miscellaneous,WA,6/18/2006,6/18/2006,2006,801,45.67277778,-120.8797222,0
8739,Lightning,WA,7/5/2006,7/6/2006,2006,0.1,48.80083333,-117.0894444,1
8974,Lightning,WA,7/6/2006,7/6/2006,2006,0.1,46.11111111,-117.5780556,0
8979,Lightning,WA,7/6/2006,7/6/2006,2006,0.1,46.11166667,-117.4886111,0
8980,Lightning,WA,7/7/2006,7/7/2006,2006,0.1,46.10833333,-117.7083333,0
8981,Lightning,WA,7/7/2006,7/7/2006,2006,0.1,46.18333333,-117.4886111,0
9164,Lightning,WA,7/21/2006,7/22/2006,2006,0.25,46.12777778,-117.5558333,1
9451,Campfire,WA,7/17/2006,7/17/2006,2006,0.1,45.87694444,-121.8252778,0
9455,Campfire,WA,7/8/2006,7/8/2006,2006,0.1,46.11888889,-121.7169444,0
9536,Smoking,WA,5/21/2006,5/21/2006,2006,0.1,45.81111111,-121.9430556,0
9540,Campfire,WA,5/21/2006,5/21/2006,2006,0.1,45.97222222,-121.6513889,0
9631,Miscellaneous,WA,7/29/2006,7/29/2006,2006,0.1,45.62583333,-122.0227778,0
9642,Smoking,WA,7/29/2006,7/29/2006,2006,0.1,45.95277778,-121.7380556,0
9655,Miscellaneous,WA,7/23/2006,7/23/2006,2006,1.1,45.70916667,-121.4061111,0
11022,Lightning,WA,7/4/2006,7/4/2006,2006,0.1,45.76472222,-121.2133333,0
11028,Smoking,WA,8/7/2006,8/7/2006,2006,0.2,45.69861111,-121.4147222,0
11040,Miscellaneous,WA,7/3/2006,7/3/2006,2006,0.1,45.70138889,-121.74,0
11113,Lightning,WA,7/3/2006,7/3/2006,2006,0.25,48.70888889,-118.6088889,0
11120,Lightning,WA,7/6/2006,7/6/2006,2006,0.1,48.69527778,-118.5227778,0
11121,Lightning,WA,7/6/2006,7/6/2006,2006,0.1,48.98194444,-118.6858333,0
11129,Lightning,WA,8/8/2006,8/10/2006,2006,0.1,46.09722222,-117.3597222,2
11130,Lightning,WA,8/8/2006,8/10/2006,2006,0.1,46.09722222,-117.3630556,2
11135,Lightning,WA,8/11/2006,8/12/2006,2006,0.1,46.15861111,-117.7458333,1
11165,Lightning,WA,7/31/2006,7/31/2006,2006,0.25,48.97305556,-118.6216667,0
11167,Lightning,WA,8/10/2006,8/11/2006,2006,0.1,48.81361111,-118.5461111,1
11182,Lightning,WA,8/23/2006,8/23/2006,2006,0.3,48.53166667,-118.6186111,0
11216,Lightning,WA,8/10/2006,8/11/2006,2006,0.1,46.19833333,-117.7666667,1
11467,Campfire,WA,4/24/2006,4/25/2006,2006,20,48.97194444,-117.9225,1
11490,Lightning,WA,8/10/2006,8/10/2006,2006,0.1,46.08611111,-117.8694444,0
11518,Smoking,WA,8/27/2006,8/27/2006,2006,2,45.64166667,-121.9777778,0
11520,Lightning,WA,8/11/2006,8/11/2006,2006,0.3,46.17638889,-117.6244444,0
11521,Lightning,WA,8/11/2006,8/11/2006,2006,0.1,46.12388889,-117.6933333,0
11524,Lightning,WA,8/11/2006,8/12/2006,2006,0.1,46.07972222,-117.9597222,1
11538,Lightning,WA,8/16/2006,8/16/2006,2006,0.1,46.00888889,-117.9194444,0
11543,Lightning,WA,8/9/2006,8/10/2006,2006,0.1,46.00388889,-117.9075,1
11717,Lightning,WA,7/11/2006,7/12/2006,2006,1,48.82166667,-118.4055556,1
10815,Lightning,WA,8/9/2006,8/10/2006,2006,0.1,46.11361111,-117.2911111,1
10817,Lightning,WA,8/10/2006,8/10/2006,2006,0.1,46.11083333,-117.3047222,0
10963,Railroad,WA,8/8/2006,8/9/2006,2006,2.5,45.70138889,-121.2836111,1
12040,Lightning,WA,8/22/2006,8/24/2006,2006,0.25,46.0625,-117.9861111,2
12146,Lightning,WA,7/12/2006,7/16/2006,2006,0.2,48.93638889,-118.2741667,4
12166,Lightning,WA,7/15/2006,7/15/2006,2006,1,48.66555556,-117.6780556,0
12257,Lightning,WA,7/19/2006,7/20/2006,2006,0.2,48.81166667,-118.33,1
12269,Lightning,WA,7/19/2006,7/20/2006,2006,0.1,48.57555556,-117.6925,1
12516,Lightning,WA,7/20/2006,7/21/2006,2006,3.5,48.40777778,-117.5030556,1
12552,Lightning,WA,8/14/2006,8/14/2006,2006,0.1,48.36777778,-117.5936111,0
12557,Miscellaneous,WA,7/26/2006,7/26/2006,2006,0.1,48.39277778,-117.5411111,0
12577,Lightning,WA,8/18/2006,8/18/2006,2006,0.25,48.57,-117.66,0
12579,Lightning,WA,7/18/2006,7/18/2006,2006,2,48.93916667,-117.5588889,0
12594,Lightning,WA,9/14/2006,9/17/2006,2006,0.1,48.23111111,-117.5411111,3
12636,Lightning,WA,8/11/2006,8/11/2006,2006,0.5,48.61666667,-118.3541667,0
12770,Smoking,WA,9/4/2006,9/4/2006,2006,0.1,45.97583333,-121.7680556,0
12811,Lightning,WA,8/16/2006,8/17/2006,2006,1.7,46.07861111,-121.4372222,1
12830,Lightning,WA,9/4/2006,9/5/2006,2006,0.3,45.80694444,-121.9588889,1
12849,Campfire,WA,9/3/2006,9/3/2006,2006,0.1,46.12916667,-121.7541667,0
12856,Campfire,WA,9/1/2006,9/1/2006,2006,0.1,45.95166667,-121.7513889,0
12859,Lightning,WA,7/21/2006,7/22/2006,2006,0.5,46.04666667,-121.6533333,1
12890,Miscellaneous,WA,8/24/2006,8/24/2006,2006,0.1,45.96333333,-121.7458333,0
12943,Lightning,WA,8/8/2006,8/9/2006,2006,0.35,46.0875,-121.6861111,1
12948,Debris Burning,WA,8/13/2006,8/13/2006,2006,0.1,45.93,-121.615,0
12961,Smoking,WA,8/15/2006,8/15/2006,2006,0.2,45.96944444,-121.7011111,0
12990,Smoking,WA,8/26/2006,8/27/2006,2006,0.2,45.97583333,-121.7702778,1
12992,Smoking,WA,8/18/2006,8/18/2006,2006,0.1,45.99388889,-121.7427778,0
12995,Smoking,WA,8/11/2006,8/12/2006,2006,0.2,46.15527778,-121.6497222,1
12998,Smoking,WA,8/6/2006,8/6/2006,2006,0.1,45.79611111,-122.0527778,0
12999,Campfire,WA,8/23/2006,8/23/2006,2006,0.1,45.98361111,-121.7941667,0
13349,Campfire,WA,8/28/2006,8/28/2006,2006,0.1,45.92833333,-121.7155556,0
13358,Miscellaneous,WA,8/18/2006,8/19/2006,2006,0.1,46.30694444,-121.9994444,1
13362,Miscellaneous,WA,8/4/2006,8/4/2006,2006,0.1,46.12055556,-122.0102778,0
13428,Miscellaneous,WA,8/13/2006,8/13/2006,2006,0.1,45.88666667,-122.0716667,0
13438,Smoking,WA,8/6/2006,8/10/2006,2006,1.5,46.80527778,-121.9711111,4
13441,Campfire,WA,7/25/2006,7/25/2006,2006,0.1,46.33972222,-121.6466667,0
13449,Smoking,WA,7/20/2006,7/20/2006,2006,0.1,46.6575,-121.6022222,0
13452,Lightning,WA,5/16/2006,5/17/2006,2006,0.1,46.44388889,-122.1491667,1
13818,Smoking,WA,10/10/2006,10/10/2006,2006,0.1,45.85666667,-121.6536111,0
13826,Lightning,WA,9/5/2006,9/10/2006,2006,1.5,46.5725,-121.8972222,5
13831,Smoking,WA,9/3/2006,9/3/2006,2006,0.1,46.7125,-121.4991667,0
13984,Smoking,WA,9/15/2006,9/16/2006,2006,0.1,46.69,-121.8886111,1
13992,Campfire,WA,9/10/2006,9/11/2006,2006,1.5,46.71777778,-121.8733333,1
13993,Campfire,WA,9/10/2006,9/10/2006,2006,0.1,46.70916667,-121.5783333,0
13995,Lightning,WA,9/4/2006,9/8/2006,2006,5,46.42027778,-121.7044444,4
13998,Campfire,WA,8/25/2006,8/25/2006,2006,0.1,46.71472222,-121.5747222,0
13999,Smoking,WA,8/27/2006,8/27/2006,2006,0.1,46.65916667,-121.8436111,0
14015,Campfire,WA,10/3/2006,10/3/2006,2006,0.1,46.125,-117.3977778,0
14026,Lightning,WA,8/21/2006,10/9/2006,2006,109259,46.14305556,-118.0441667,49
14134,Miscellaneous,WA,8/28/2006,8/28/2006,2006,0.1,46.28138889,-121.6525,0
14135,Miscellaneous,WA,9/3/2006,9/3/2006,2006,0.1,46.66277778,-121.7275,0
14178,Lightning,WA,7/3/2006,7/4/2006,2006,0.2,46.77861111,-121.0658333,1
14185,Lightning,WA,7/4/2006,7/4/2006,2006,0.1,46.82694444,-121.3166667,0
14188,Lightning,WA,7/5/2006,7/8/2006,2006,0.1,47.08111111,-121.2855556,3
14196,Lightning,WA,9/18/2006,9/27/2006,2006,0.3,46.2225,-121.5755556,9
14203,Smoking,WA,9/7/2006,9/7/2006,2006,0.1,45.97333333,-121.8177778,0
14215,Lightning,WA,7/30/2006,8/1/2006,2006,0.5,48.7275,-117.1016667,2
14224,Lightning,WA,7/21/2006,7/25/2006,2006,4.25,48.77916667,-117.0613889,4
