"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","EMNT","EMXT","TAVG","TMAX","TMIN"
"USR0000CSCI","SANTA CRUZ ISLAND CALIFORNIA, CA US","33.9958","-119.7222","76.2","1992","17","97","56.9","73.8","40.0"
"USR0000CSCN","SCORPION CALIFORNIA, CA US","41.1117","-122.6967","1341.1","1992",,,,,
"USC00041277","CALAVERAS BIG TREES, CA US","38.2769","-120.3113","1431.0","1992","14","91","50.8","61.2","40.4"
"USC00045756","MOJAVE, CA US","35.0492","-118.1619","833.6","1992","21","105","63.6","76.0","51.2"
"USC00047933","SANTA MARGARITA BOOST, CA US","35.3741","-120.6375","349.9","1992",,,,,
"USC00041159","BUCKS CREEK, CA US","39.9372","-121.3147","576.4","1992",,,,,
"USC00043578","GRATON, CA US","38.4305","-122.8647","61.0","1992","26","100","58.0","72.0","44.0"
"USC00046602","PACOIMA DAM FC33A E, CA US","34.3294","-118.4005","472.4","1992",,,,,
"USC00046726","PASKENTA RANGER STATION, CA US","39.8875","-122.5538","230.1","1992",,,,,
"USC00043452","GLENDORA FC 287B, CA US","34.1472","-117.8472","284.4","1992",,,,,
"USC00043573","GRASS VALLEY NUMBER 2, CA US","39.2041","-121.068","731.5","1992",,"97",,"70.5",
"USR0000CHNM","HUNTER MOUNTAIN CALIFORNIA, CA US","36.5625","-117.4736","2097.0","1992","8","89","50.8","60.9","40.8"
"USC00046960","PLACERVILLE, CA US","38.6955","-120.8244","563.9","1992",,,,,
"USW00024216","RED BLUFF MUNICIPAL AIRPORT, CA US","40.1519","-122.2536","107.6","1992","24","110","63.9","76.4","51.4"
"USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US","33.8116","-118.1463","9.4","1992","37","102","66.2","76.0","56.4"
"USW00023244","MOFFETT FEDERAL AIRFIELD, CA US","37.4058","-122.0481","11.9","1992","33","94","62.5","71.9","53.2"
"USW00024213","EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US","40.8097","-124.1602","6.1","1992","34","80","55.3","61.5","49.1"
"USC00041288","CALEXICO, CA US","32.6881","-115.4644","3.7","1992",,,,,
"USC00044555","KING CITY, CA US","36.2069","-121.1377","97.5","1992","26","100","61.0","75.6","46.3"
"USC00041048","BRAWLEY, CA US","32.9544","-115.5581","-30.5","1992","28","115","72.2","87.0","57.3"
"USR0000CFIS","FISH CREEK MOUNTAIN CALIFORNIA, CA US","32.9903","-116.0669","231.6","1992","44","115","77.6","86.0","69.1"
"USC00048917","THREE RIVERS EDISON PH 1, CA US","36.465","-118.8619","347.5","1992","24","112","64.7","80.1","49.2"
"USC00040192","ANAHEIM, CA US","33.8647","-117.8425","71.6","1992","37","101","67.4","78.1","56.6"
"USR0000CBAL","BALD MOUNTAIN LOC CALIFORNIA, CA US","38.9056","-120.6972","1426.5","1992","18","101","58.3","67.8","48.9"
"USC00044671","LAKE ARROWHEAD, CA US","34.2466","-117.1883","1586.5","1992","17","92","52.1","62.7","41.4"
"USC00042494","DOWNEY FIRE STATION FC107C, CA US","33.9297","-118.1455","33.5","1992",,,,,
"USC00045400","MATHER, CA US","37.885","-119.8561","1374.6","1992",,,,,
"USC00046610","PAICINES 4 W, CA US","36.715","-121.34917","275.8","1992",,,,,
"USC00047821","SAN JOSE, CA US","37.3497","-121.9033","20.4","1992",,,,,
"USC00042012","CORCORAN IRRIGATION DIST., CA US","36.0975","-119.5817","61.0","1992","28",,,,"52.0"
"USC00046730","PASO ROBLES, CA US","35.6277","-120.6855","222.5","1992","22","108","60.5","77.0","44.0"
"USR0000CCAR","CARRIZO CALIFORNIA, CA US","35.0964","-119.7728","759.0","1992","30","102","63.3","73.4","53.1"
"USW00023258","MODESTO CITY CO AIRPORT, CA US","37.6241","-120.9505","22.3","1992","31","104","64.4","76.1","52.7"
"USC00043357","GASQUET RANGER STATION, CA US","41.8452","-123.9647","118.0","1992",,,,,
"USC00047957","SANTA PAULA, CA US","34.3119","-119.13306","72.2","1992",,,,,
"USC00042147","CRESCENT CITY, CA US","41.7958","-124.2147","13.1","1992","33","84","54.9","61.8","48.0"
"USC00042148","CRESCENT CITY 7 ENE, CA US","41.79417","-124.085","36.6","1992",,,,,
"USC00046624","PALMDALE, CA US","34.5883","-118.0938","796.1","1992","15","107","63.1","77.4","48.7"
"USR0000CSAW","SAWYERS BAR CALIFORNIA, CA US","41.3003","-123.1322","668.1","1992",,,,,
"USC00046508","ORLEANS, CA US","41.3088","-123.5316","122.8","1992","28","106","59.9","74.6","45.2"
"USC00048928","TIGER CREEK PH, CA US","38.44611","-120.49917","717.8","1992","21","100","57.6","71.1","44.1"
"USC00046506","ORLAND, CA US","39.7458","-122.1997","77.4","1992","26","111","63.8","76.8","50.8"
"USC00045890","MOUNTAIN PASS, CA US","35.47028","-115.54361","1441.7","1992",,,,,
"USC00045532","MERCED, CA US","37.2888","-120.5158","46.9","1992","27","107","63.1","78.0","48.2"
"USC00043113","FOLSOM DAM, CA US","38.7","-121.16667","106.7","1992","31","107","63.5","76.3","50.7"
"USC00043489","GOLD ROCK RANCH, CA US","32.88333","-114.86667","147.8","1992","34","117","74.7","87.9","61.7"
"USC00044577","KLAMATH, CA US","41.57861","-124.07472","8.5","1992",,,,,
"USC00047846","SAN LUIS DAM, CA US","37.05333","-121.05778","84.4","1992","29","106","64.0","75.3","52.7"
"USR0000CCAH","CAHOON CALIFORNIA, CA US","36.3469","-121.5108","682.8","1992","29","99","58.4","70.0","46.8"
"USC00047723","SAN BERNARDINO F S 226, CA US","34.13444","-117.25389","347.5","1992",,"104",,"78.4",
"USC00047965","SANTA ROSA, CA US","38.45579","-122.71335","50.6","1992","30","95","59.7","71.1","48.3"
"USR0000CCAL","CALLAHAN CALIFORNIA, CA US","41.3075","-122.7958","955.9","1992","15","106","54.4","70.6","38.2"
"USR0000CLST","LAS TABLAS CALIFORNIA, CA US","35.6564","-120.9242","303.0","1992",,"109",,"78.1",
"USR0000CWHT","WHITMORE CALIFORNIA, CA US","40.6194","-121.8994","736.7","1992","28","105","61.1","71.3","50.8"
"USC00044211","IDYLLWILD FIRE DEPARTMENT, CA US","33.7572","-116.7066","1639.8","1992",,,,,
"USW00023232","SACRAMENTO EXECUTIVE AIRPORT, CA US","38.5069","-121.495","4.6","1992","28","106","62.2","74.8","49.5"
"USW00023110","LEMOORE REEVES NAS, CA US","36.33333","-119.95","70.7","1992","28","110","65.8","79.7","51.9"
"USC00041080","BRIDGEVILLE 4 NNW, CA US","40.51944","-123.82167","640.1","1992",,,,,
"USW00023237","STOCKTON METROPOLITAN AIRPORT, CA US","37.8891","-121.2258","7.9","1992","28","105","63.3","75.2","51.5"
"USW00023239","ALAMEDA NAS, CA US","37.78333","-122.31667","9.1","1992","35","88","60.0","66.7","53.3"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","37.6197","-122.3647","2.4","1992","35","92","59.7","67.7","51.8"
"USW00023233","SALINAS AIRPORT, CA US","36.6636","-121.6081","22.6","1992","31","94","59.7","69.6","49.7"
"USC00045679","MINERAL, CA US","40.3458","-121.6091","1485.9","1992","0","94","46.2","61.2","31.2"
"USC00048826","TEHACHAPI, CA US","35.13333","-118.45","1224.4","1992","17",,,,"44.5"
"USC00046646","PALO ALTO, CA US","37.4436","-122.1402","7.6","1992","28","89","58.2","69.0","47.4"
"USR0000CGHP","GRASSHOPPER CALIFORNIA, CA US","40.7817","-120.7844","1877.0","1992","2","97","46.3","60.2","32.5"
"USC00041072","BRIDGEPORT, CA US","38.2575","-119.2286","1972.1","1992","-16","92","45.2","64.6","25.8"
"USC00043491","GOLD RUN 2 SW, CA US","39.165","-120.8566","1011.9","1992",,,,,
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","1992","31",,,,"54.6"
"USR0000CTAN","TANBARK CALIFORNIA, CA US","34.2069","-117.7606","792.5","1992","31","99","61.7","72.0","51.4"
"USC00043498","GOLDSTONE ECHO NUMBER 2, CA US","35.2813","-116.7844","899.2","1992",,,,,
"USC00047731","SAN CLEMENTE DAM, CA US","36.4375","-121.7092","182.9","1992",,,,,
"USC00043134","FORESTHILL RANGER STATION, CA US","39.01","-120.8455","919.0","1992",,,,,
"USC00044223","IMPERIAL, CA US","32.8488","-115.5666","-19.5","1992","31","114","73.2","87.3","59.1"
"USC00045311","MANZANITA LAKE, CA US","40.5411","-121.5766","1752.6","1992","5","92","46.3","59.8","32.9"
"USC00045795","MONTEREY, CA US","36.59031","-121.9055","79.2","1992","34","90","59.0","67.3","50.6"
"USC00046521","OROVILLE, CA US","39.5177","-121.553","52.1","1992","27","106","62.2","75.6","48.7"
"USC00047851","SAN LUIS OBISPO POLY, CA US","35.3056","-120.6619","93.9","1992","34","99","61.2","73.9","48.5"
"USR0000CCOH","COHASSET CALIFORNIA, CA US","39.8717","-121.7689","528.2","1992","27","106","63.8","73.2","54.3"
"USW00023161","BARSTOW DAGGETT AIRPORT, CA US","34.8536","-116.7858","584.3","1992","22","112","67.9","82.0","53.7"
"USR0000CSNR","SANTA RITA CALIFORNIA, CA US","36.3478","-120.5978","1524.0","1992","21","92","55.6","62.8","48.3"
"USW00024257","REDDING MUNICIPAL AIRPORT, CA US","40.5175","-122.2986","151.5","1992","24","110","63.6","76.8","50.3"
"USC00040673","BEN LOMOND NUMBER 4, CA US","37.0855","-122.0797","128.0","1992","26","99","59.6","73.8","45.5"
"USR0000CPIC","PICACHO WASH CALIFORNIA, CA US","32.95","-114.7322","256.0","1992","38","112","73.9","84.0","63.8"
"USC00040798","BIG TUJUNGA DAM FC46, CA US","34.29481","-118.18849","709.0","1992",,,,,
"USC00043824","HAT CREEK, CA US","40.9316","-121.5433","919.0","1992","4","104","52.3","70.6","33.9"
"USC00040790","BIG SUR STATION, CA US","36.2472","-121.7802","61.0","1992",,,,,
"USC00049124","UKIAH 4 WSW, CA US","39.1266","-123.2719","404.8","1992",,,,,
"USC00049367","VISALIA, CA US","36.32833","-119.2997","92.4","1992","31","100","64.3","75.2","53.3"
"USR0000CCOR","CORRALITOS CALIFORNIA, CA US","36.9911","-121.7978","137.2","1992","28","98","59.8","72.8","46.8"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.938","-118.3888","29.6","1992","40","92","64.8","71.9","57.6"
"USR0000CBLD","BLUE DOOR CALIFORNIA, CA US","41.0547","-120.3375","1711.5","1992","2","95","47.6","60.0","35.3"
"USC00047085","PORTOLA, CA US","39.8053","-120.4719","1478.3","1992","-8","97","47.7","64.1","31.4"
"USC00049260","VAN NUYS FC15A, CA US","34.18333","-118.45","211.8","1992",,,,,
"USR0000CMAR","MARIPOSA GROVE CALIFORNIA, CA US","37.5128","-119.6047","1950.7","1992","12","92","52.8","63.0","42.7"
"USC00040449","BALCH POWER HOUSE, CA US","36.9092","-119.0883","528.8","1992",,,,,
"USC00042506","DOYLE 4 SSE, CA US","39.9717","-120.0828","1338.1","1992","-2","100","51.8","66.9","36.8"
"USW00023179","NEEDLES AIRPORT, CA US","34.7675","-114.6188","271.3","1992","30","116","73.8","86.6","61.0"
"USS0020H06S","CEDAR PASS, CA US","41.58","-120.3","2142.7","1992",,"91",,"55.3",
"USC00040684","BENTON INSPECTION STATION, CA US","37.84278","-118.47833","1664.2","1992",,,,,
"USC00041653","CHALLENGE R S, CA US","39.48333","-121.21667","783.3","1992",,,,,
"USC00042500","DOWNIEVILLE, CA US","39.5633","-120.8238","888.5","1992","17","101","54.2","69.2","39.2"
"USC00043710","HAIWEE, CA US","36.1388","-117.9527","1165.9","1992","19","102","59.9","73.1","46.7"
"USR0000CBLT","BEN BOLT CALIFORNIA, CA US","38.5908","-120.9336","275.8","1992",,,,,
"USC00042504","DOYLE, CA US","40.0267","-120.1055","1308.5","1992",,,,,
"USC00047077","PORTERVILLE, CA US","36.06778","-119.02","119.8","1992","26","106","65.0","79.6","50.4"
"USC00048045","SCOTIA, CA US","40.4833","-124.1038","41.5","1992","33","94","56.0","65.3","46.7"
"USS0019L08S","LEAVITT MEADOWS, CA US","38.3","-119.55","2194.0","1992",,"87",,"59.4",
"USC00049378","VISTA, CA US","33.2354","-117.2322","131.1","1992","37","102","65.8","76.7","54.9"
"USC00049152","U C L A, CA US","34.0697","-118.4427","131.1","1992",,,,,
"USC00049390","VOLTA PH, CA US","40.4583","-121.8663","676.7","1992",,,,,
"USC00041428","CAMP PARDEE, CA US","38.2486","-120.8433","200.6","1992","28","106","63.5","76.0","50.9"
"USR0000CBKR","BAKER CALIFORNIA, CA US","40.2789","-122.4869","213.4","1992","21","111","61.5","75.0","48.0"
"USC00041424","CAMPO, CA US","32.6263","-116.4699","801.6","1992",,,,,
"USC00042756","ELLERY LAKE, CA US","37.9355","-119.2305","2939.8","1992",,,,,
"USR0000CDOY","DOYLE CALIFORNIA, CA US","40.0222","-120.1056","1292.4","1992","-1","102","53.0","68.0","38.1"
"USS0019L19S","EBBETTS PASS, CA US","38.55","-119.8","2671.6","1992","2","75","40.4","49.2","31.7"
"USC00040212","ANGWIN PACIFIC UNION COLLEGE, CA US","38.573","-122.4405","522.7","1992","27","96","58.7","69.8","47.6"
"USS0019L07S","SONORA PASS, CA US","38.31","-119.6","2690.5","1992",,"80",,"51.8",
"USC00049026","TRINITY RIVER HATCHERY, CA US","40.7263","-122.7947","567.2","1992","24","104","56.7","71.2","42.2"
"USW00023273","SANTA MARIA PUBLIC AIRPORT, CA US","34.8994","-120.4486","73.8","1992","28","95","59.4","70.8","48.1"
"USW00023155","BAKERSFIELD AIRPORT, CA US","35.4344","-119.0542","149.0","1992","30","108","66.3","78.6","53.9"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","37.7705","-122.4269","45.7","1992","38","94","60.8","68.5","53.1"
"USR0000CFRI","FRIEND MOUNTAIN CALIFORNIA, CA US","40.505","-123.3417","1219.2","1992","20","100","54.6","65.3","43.8"
"USW00023271","SACRAMENTO 5 ESE, CA US","38.5552","-121.4183","11.6","1992","31","107","64.7","76.7","52.8"
"USC00043859","HAYFORK, CA US","40.5524","-123.2122","701.0","1992",,,,,
"USW00023157","BISHOP AIRPORT, CA US","37.3711","-118.358","1250.3","1992","9","103","56.7","74.3","39.2"
"USW00023156","BEAUMONT NUMBER 2, CA US","33.9255","-116.9903","789.7","1992","28","109","63.7","78.2","49.2"
"USW00023158","BLYTHE ASOS, CA US","33.6186","-114.7142","120.4","1992","30","116","74.0","87.3","60.7"
"USC00041312","CALISTOGA, CA US","38.5961","-122.6013","121.9","1992","25","104","61.5","77.2","45.9"
"USC00044701","LAKEPORT, CA US","39.03333","-122.91667","400.8","1992",,,,,
"USC00042402","DE SABLA, CA US","39.8716","-121.6108","826.0","1992","21","102","56.2","70.6","41.9"
"USC00043614","GREENVIEW, CA US","41.5519","-122.9236","859.5","1992",,,,,
"USC00043855","HAYFIELD PUMPING PLANT, CA US","33.7044","-115.6289","417.6","1992","27","114","69.9","84.1","55.6"
"USC00045915","MOUNT DIABLO JUNCTION, CA US","37.8792","-121.9303","661.4","1992","28","100","59.7","70.4","49.0"
"USC00041316","CALLAHAN, CA US","41.3111","-122.8044","970.8","1992","15","98","52.2","66.6","37.7"
"USC00044705","LAKE SABRINA, CA US","37.213","-118.6136","2763.0","1992",,,,,
"USC00042406","DESCANSO RANGER STATION, CA US","32.85","-116.61667","1066.8","1992",,,,,
"USS0019L06S","POISON FLAT, CA US","38.51","-119.63","2357.9","1992",,"82",,"54.4",
"USC00049035","TRONA, CA US","35.7636","-117.3908","516.6","1992",,,,,
"USR0000CSLA","SLATER BUTTE CALIFORNIA, CA US","41.8586","-123.3525","1423.4","1992","21","100","52.8","62.8","42.9"
"USC00040343","ASH MOUNTAIN, CA US","36.4914","-118.8253","520.6","1992","25","108","65.4","78.3","52.6"
"USC00042760","ACAMPO 5 NE, CA US","38.23333","-121.2","28.0","1992",,,,,
"USC00042640","EAST PARK RESERVOIR, CA US","39.35917","-122.51778","367.3","1992","20","105","60.7","74.8","46.5"
"USS0020H13S","ADIN MOUNTAIN, CA US","41.24","-120.79","1886.7","1992",,"94",,"56.2",
"USW00093230","SOUTH LAKE TAHOE AIRPORT, CA US","38.8983","-119.9947","1924.5","1992","-13","90","44.2","60.7","27.7"
"USW00093111","POINT MUGU NF, CA US","34.11667","-119.11667","4.0","1992","35","87","62.0","70.2","53.7"
"USW00093112","NORTH ISLAND NAS, CA US","32.7","-117.2","7.9","1992","39","88","65.8","71.6","59.9"
"USC00044710","LAKESIDE 2 E, CA US","32.8536","-116.8947","210.3","1992",,,,,
"USR0000CRIC","RICE VALLEY CALIFORNIA, CA US","34.0608","-114.7322","249.9","1992","27","116","72.7","86.4","59.0"
"USC00044712","LAKE SOLANO, CA US","38.492","-122.0039","57.0","1992",,,,,
"USC00044713","LAKE SPAULDING, CA US","39.31833","-120.63917","1571.5","1992","4","93","49.4","62.5","36.3"
"USC00043747","HANFORD 1 S, CA US","36.3158","-119.637","72.2","1992","28","107","63.9","76.5","51.2"
"USC00040235","ANZA, CA US","33.5558","-116.6738","1193.3","1992",,,,,
"USW00093107","SAN DIEGO MIRAMAR NAS, CA US","32.86667","-117.13333","145.4","1992","34","97","66.3","76.9","55.8"
"USC00042771","EL MIRAGE, CA US","34.5891","-117.6302","899.2","1992","15","106","60.0","76.2","43.8"
"USC00040232","ANTIOCH PUMPING PLANT NUMBER 3, CA US","37.9833","-121.7525","18.3","1992","28","104","62.7","74.4","51.0"
"USW00003104","DESERT RESORTS REGIONAL AIRPORT, CA US","33.62667","-116.15944","-36.0","1992","18","115","71.7","88.3","55.0"
"USR0000COAM","OAK MOUNTAIN CALIFORNIA, CA US","41.0064","-121.9833","518.2","1992","24","110","61.0","73.5","48.4"
"USR0000COAK","OAK KNOLL CALIFORNIA, CA US","41.8386","-122.85","591.3","1992","19","111","56.8","72.9","40.8"
"USW00093101","EL TORO MCAS, CA US","33.66667","-117.73333","117.0","1992","41","100","67.2","76.8","57.6"
"USR0000CSIM","SIMS CALIFORNIA, CA US","41.075","-122.3733","731.5","1992","26","108","59.6","72.6","46.7"
"USR0000CGRA","GRANITE MOUNTAIN CALIFORNIA, CA US","34.5356","-117.0258","1438.7","1992","24","97","59.4","68.2","50.7"
"USC00045933","MOUNT HAMILTON, CA US","37.3436","-121.6425","1282.0","1992","23","88","55.7","62.4","49.0"
"USC00041697","CHERRY VALLEY DAM, CA US","37.9747","-119.9161","1452.4","1992","12","97","54.1","66.1","42.1"
"USC00043875","HEALDSBURG, CA US","38.62136","-122.85814","53.0","1992","29","100","60.6","73.0","48.2"
"USC00043878","HEALDSBURG NUMBER 2, CA US","38.63333","-122.86667","45.7","1992",,,,,
"USR0000CSHQ","SHADEQUARTER CALIFORNIA, CA US","36.5672","-118.9556","1240.2","1992","21","97","59.0","67.2","50.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","1992","3","81","42.0","50.5","33.5"
"USW00023188","SAN DIEGO INTERNATIONAL AIRPORT, CA US","32.7336","-117.1831","4.6","1992","38","91","65.6","72.4","58.7"
"USW00023187","SANDBERG, CA US","34.7436","-118.7242","1374.6","1992","26","97","58.1","66.3","49.9"
"USC00049073","TURLOCK NUMBER 2, CA US","37.5005","-120.855","35.1","1992","29","104","63.8","75.6","52.0"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","34.0236","-118.2911","54.6","1992","40","100","68.0","77.0","58.9"
"USC00042319","DEATH VALLEY, CA US","36.4622","-116.8669","-59.1","1992","26","125","76.9","91.3","62.5"
"USR0000CFOU","FOUNTAIN SPRINGS CALIFORNIA, CA US","35.8922","-118.915","64.0","1992","24","108","64.0","77.3","50.6"
"USC00043647","GRIZZLY CREEK STATE, CA US","40.4863","-123.9088","125.9","1992","29","87","54.0","63.0","45.1"
"USC00040379","AUBERRY 2 NW, CA US","37.0919","-119.5128","637.0","1992",,,,,
"USC00040014","ACTON ESCONDIDO CANYON, CA US","34.4938","-118.2713","863.5","1992",,,,,
"USC00042671","ECHO SUMT SIER TAHOE, CA US","38.78333","-120.03333","2240.3","1992","7","83","45.1","54.6","35.7"
"USR0000CYUC","YUCCA VALLEY CALIFORNIA, CA US","34.1233","-116.4078","993.6","1992","18","105","61.9","75.0","48.8"
"USC00043761","HAPPY CAMP RANGER STATION, CA US","41.8042","-123.3758","341.4","1992",,,,,
"USC00049087","TUSTIN IRVINE RANCH, CA US","33.7025","-117.75389","71.6","1992","29","100","64.2","76.9","51.5"
"USR0000CCHC","CHICO CALIFORNIA, CA US","39.7119","-121.7789","70.1","1992","23","108","62.4","74.6","50.1"
"USR0000CPAN","PANAMINT CALIFORNIA, CA US","36.1203","-117.0878","2097.0","1992","12","93","54.2","65.4","43.0"
"USS0020K31S","CSS LAB, CA US","39.33","-120.37","2089.4","1992",,,,,
"USW00003122","TORRANCE AIRPORT, CA US","33.8016","-118.3419","27.4","1992","38","92","64.5","74.1","54.9"
"USC00041476","CANBY, CA US","41.4219","-120.9016","1313.7","1992",,,,,
"USC00044500","KENTFIELD, CA US","37.9566","-122.5447","44.2","1992","32","96","60.8","72.8","48.7"
"USC00040383","AUBURN, CA US","38.9072","-121.0838","393.8","1992",,"101",,"72.9",
"USC00046926","PINNACLES NM, CA US","36.4819","-121.1822","398.4","1992","21","108","60.1","78.4","41.8"
"USC00044867","LECHUZA PATROL STATION, CA US","34.07639","-118.88028","487.7","1992",,,,,
"USC00044628","LA CRESCENTA FC251C, CA US","34.2222","-118.2377","470.9","1992",,,,,
"USC00043417","GILROY, CA US","37.003","-121.5608","59.1","1992",,,,,
"USC00040029","ADIN RANGER STATION, CA US","41.1936","-120.9447","1278.6","1992",,,,,
"USR0000CPAT","PATTY MOCUS CALIFORNIA, CA US","40.295","-122.8667","1066.8","1992","23","99","57.4","66.8","48.0"
"USW00093114","TUSTIN MCAF, CA US","33.7","-117.83333","17.1","1992","35","104","67.5","78.8","56.1"
"USW00023190","SANTA BARBARA MUNICIPAL AIRPORT, CA US","34.4258","-119.8425","2.7","1992","32","106","62.0","72.9","51.1"
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","1992",,,,,
"USW00003159","LANCASTER, CA US","34.7411","-118.2116","712.6","1992","18","103","61.3","74.6","48.0"
"USR0000CBUL","BULL FLAT CALIFORNIA, CA US","40.4808","-120.1139","1339.6","1992","-5","100","50.2","66.0","34.4"
"USC00048560","STOCKTON FIRE STATION 4, CA US","37.9994","-121.3177","3.7","1992","29","106","62.5","76.3","48.6"
"USR0000CBUR","BURNS CANYON CALIFORNIA, CA US","34.2103","-116.6339","1828.8","1992","18","92","56.1","64.1","48.0"
"USC00047470","RIVERSIDE FIRE STATION 3, CA US","33.9511","-117.388","256.0","1992",,,,,
"USS0019L24S","HEAVENLY VALLEY, CA US","38.92","-119.92","2615.8","1992","-3","78","39.6","50.6","28.6"
"USS0020K04S","INDEPENDENCE CAMP, CA US","39.45","-120.29","2134.5","1992","0","90","43.6","58.0","29.1"
"USR0000CASC","ASH CREEK CALIFORNIA, CA US","41.2769","-121.9794","975.4","1992","4","98","49.4","67.0","31.8"
